"constant","median_log_const","median_log_std","mean_log_const","mean_log_std","n_both","n_const_only","n_std_only","robustness","replicate"
-0.5,0.486003360392997,0.194874344492986,0.878868922804153,0.587344875090875,46,135,44,0.25414364640884,10
-0.4,0.466696865493866,0.19741717679296,0.848986997837651,0.594137565357587,44,118,45,0.271604938271605,10
-0.3,0.349367149854872,0.184136328001759,0.630461324975188,0.640807330808384,63,45,37,0.583333333333333,10
-0.2,0.495993275636156,0.171640822392379,0.768282362175489,0.69634206477973,55,71,56,0.436507936507937,10
-0.1,0.369361711718301,0.197233479144667,0.655470579240987,0.648822608346868,72,46,45,0.610169491525424,10
0,0.373397472775692,0.197920132276173,0.678078772619333,0.575099478701079,85,28,17,0.752212389380531,10
0.1,0.251396126975792,0.194074311190421,0.608423165055271,0.57992612204678,91,52,11,0.636363636363636,10
0.2,0.191120043043798,0.166326292852524,0.60200300444349,0.675811369661531,101,7,16,0.935185185185185,10
0.3,0.209541711805646,0.19968326507113,0.642329341814072,0.689272227518231,90,7,16,0.927835051546392,10
0.4,0.174930510476139,0.175391987012142,0.554802815770691,0.560497189735949,83,9,1,0.902173913043478,10
0.5,0.196131289310095,0.165768889008194,0.516682550139964,0.610571369143561,89,1,31,0.988888888888889,10
0.6,0.254523440559888,0.184236840712035,0.663424657522394,0.468065714594777,81,15,27,0.84375,10
0.7,0.283890149985827,0.19024305083886,0.889415693766451,0.685836935611955,86,54,45,0.614285714285714,10
0.8,0.311316988775233,0.176245551953117,0.992935632109082,0.610083123630178,81,62,32,0.566433566433566,10
0.9,0.455646024971684,0.193501662300807,1.17194800064841,0.714928478034061,88,82,44,0.517647058823529,10
1,0.369749178081728,0.19907388125202,1.05868748281327,0.629446766957719,81,76,37,0.515923566878981,10
-1,1.33154747752636,0.194499962168599,1.84667928540428,0.645494007833089,28,554,73,0.0481099656357388,11
-0.9,0.890712971555546,0.190341040153271,1.22584810242291,0.644427453043734,50,216,69,0.18796992481203,11
-0.8,0.780163856230362,0.171558213810085,1.23607612656733,0.734696895097187,43,226,78,0.159851301115242,11
-0.7,0.823428391853887,0.207623281451647,1.13454594993585,0.511960852262154,32,219,44,0.127490039840637,11
-0.6,0.803101904759483,0.181884107052698,1.29677492651666,0.528302940865611,51,249,51,0.17,11
-0.5,0.529819541821483,0.195597342575185,0.927603874336297,0.564147944491842,40,145,50,0.216216216216216,11
-0.4,0.620017157516206,0.184882258853946,1.01694108977924,0.67294378578565,47,164,60,0.222748815165877,11
-0.3,0.450390872381482,0.183649869807323,0.840743377146861,0.698237544929502,71,101,50,0.412790697674419,11
-0.2,0.418921265999985,0.229713330099238,0.798976753911263,0.524644248494185,88,63,7,0.582781456953642,11
-0.1,0.279986993696927,0.192568553001313,0.668497091996208,0.662685649696989,74,56,41,0.569230769230769,11
0,0.272530765146481,0.180457552382096,0.62794441861386,0.573375116395786,74,26,26,0.74,11
0.1,0.247021324574997,0.191515698137996,0.601212660530707,0.677676083497623,92,4,29,0.958333333333333,11
0.2,0.276599353163606,0.171120250906118,0.718574252615923,0.638919780662869,98,49,21,0.666666666666667,11
0.3,0.197763488888843,0.19066322096539,0.51881316843702,0.587255258860456,74,0,42,1,11
0.4,0.189518313117358,0.182302318024206,0.643089718643334,0.663342580848094,94,5,26,0.94949494949495,11
0.5,0.167243364176502,0.20223278424813,0.691193056754243,0.683543965648432,91,25,36,0.78448275862069,11
0.6,0.213696221352932,0.191880720984877,0.593872374469329,0.630560938774314,87,4,4,0.956043956043956,11
0.7,0.220760434358109,0.192899752894439,0.721083144789654,0.627248669027109,85,30,20,0.739130434782609,11
0.8,0.297268576794649,0.216272189126469,0.816905163873074,0.567405363081728,75,48,52,0.609756097560976,11
0.9,0.302668432892798,0.186693848201912,0.966093920274799,0.503095909130607,71,78,26,0.476510067114094,11
1,0.34857299158474,0.191324952172608,0.803033634388335,0.573752553038932,74,57,29,0.564885496183206,11
-1,0.951654647768369,0.16144826537271,1.39780421106718,0.575514115295542,42,290,72,0.126506024096386,12
-0.9,1.1082095184409,0.205599302829107,1.6778856523291,0.69042389972851,59,379,70,0.134703196347032,12
-0.8,0.862930403718543,0.186044457041515,1.31379509431069,0.710691551259468,79,237,60,0.25,12
-0.7,0.838259120369659,0.179832506023044,1.31438501881868,0.58895341028987,47,260,66,0.153094462540717,12
-0.6,0.714225556117634,0.203619232222404,1.23186590902369,0.645476901317592,39,243,60,0.138297872340426,12
-0.5,0.598744059326981,0.190395293467148,0.966189255827356,0.648227699911854,90,110,40,0.45,12
-0.4,0.554947514723006,0.190524854563552,0.85163921906895,0.610865021913888,54,97,57,0.357615894039735,12
-0.3,0.430168704243889,0.191266710418056,0.758273636233761,0.583092355165436,69,77,34,0.472602739726027,12
-0.2,0.416897147597189,0.210316672045837,0.779412412153344,0.626975072544616,72,79,41,0.47682119205298,12
-0.1,0.358777864250401,0.176138286789297,0.792700049567563,0.602295454352619,82,85,36,0.491017964071856,12
0,0.245627581542848,0.200475026290608,0.63441369056124,0.62344467490386,96,37,10,0.721804511278195,12
0.1,0.197288967153058,0.206461225739673,0.617122805256282,0.554804882425429,90,18,1,0.833333333333333,12
0.2,0.215048953997773,0.201878992220274,0.581252345721264,0.613445071978858,74,32,16,0.69811320754717,12
0.3,0.180363549211301,0.190313351459098,0.724110535813069,0.651047187747164,100,12,20,0.892857142857143,12
