"constant","median_log_const","median_log_std","mean_log_const","mean_log_std","n_both","n_const_only","n_std_only","robustness","replicate"
0.9,0.350555325949991,0.115880995777827,1.44797772876812,1.03326200230669,137,87,65,1.10948905109489,1
1,0.446941102220033,0.115600973865398,1.58945342646976,1.03984838221245,136,109,68,1.30147058823529,1
-1,1.76911203719168,0.112127743925271,2.5158582748053,1.03517307927052,112,657,92,6.6875,2
-0.9,1.55783564661677,0.109200388562579,2.31475445045602,1.03376787864047,122,572,87,5.4016393442623,2
-0.8,1.35913336869849,0.111856386537694,2.10596641446941,1.03143879671373,125,462,80,4.336,2
-0.7,1.17246868692201,0.115391337465857,1.8977675226913,1.03781012022952,126,357,75,3.42857142857143,2
-0.6,0.993087977900944,0.117530031794697,1.73507230567203,1.03344418755437,134,287,73,2.6865671641791,2
-0.5,0.848263416492207,0.113524581148506,1.5843240172197,1.03294922886775,142,236,63,2.1056338028169,2
-0.4,0.676539182335243,0.112232420121518,1.42975824647828,1.02659923605796,148,194,53,1.66891891891892,2
-0.3,0.57060210498735,0.113789361616092,1.32325052384026,1.03816134594244,151,150,53,1.34437086092715,2
-0.2,0.445447586106582,0.118872177630107,1.21773867894934,1.03195112219285,157,119,47,1.05732484076433,2
-0.1,0.345514236060814,0.116552251995197,1.12944037215521,1.03459707704916,163,81,41,0.748466257668712,2
0,0.263851627903495,0.117496511397885,1.07353154126424,1.03562805400712,168,64,34,0.583333333333333,2
0.1,0.194098617063106,0.115663405734661,1.03903106862839,1.03119693966471,178,36,25,0.342696629213483,2
0.2,0.141285051268293,0.12210574510256,1.01396428505025,1.02942364839334,186,17,17,0.182795698924731,2
0.3,0.113252947465885,0.119243976444998,1.00491177852857,1.03307954110916,190,5,14,0.1,2
0.4,0.108081203740607,0.118639558334812,1.02704298051226,1.03848026959198,190,9,12,0.110526315789474,2
0.5,0.117205241607929,0.111297583071008,1.07034472879736,1.02580774601212,178,15,20,0.196629213483146,2
0.6,0.14610311567141,0.11145309102371,1.14574386160998,1.03638095971562,171,30,33,0.368421052631579,2
0.7,0.198936898706127,0.121797194868005,1.22437662974096,1.03352769638823,157,47,47,0.598726114649682,2
0.8,0.264994796061235,0.114971343312684,1.32870081173293,1.03854942288681,146,71,56,0.86986301369863,2
0.9,0.360297778264181,0.124678166022658,1.44820611096507,1.0302949648271,137,84,64,1.08029197080292,2
1,0.447365213771263,0.116697384499313,1.61058354454662,1.03227470952885,137,109,66,1.27737226277372,2
-1,1.7837377312219,0.116249584820882,2.53752970237918,1.03521243785659,111,658,94,6.77477477477477,3
-0.9,1.5364531582061,0.115499454304679,2.2926496610758,1.03682079169073,116,579,85,5.72413793103448,3
-0.8,1.37456339090137,0.112990001072461,2.10596494374196,1.03334582931613,121,480,79,4.6198347107438,3
-0.7,1.14764976756388,0.114080755865216,1.91373671815023,1.02840056523383,126,360,73,3.43650793650794,3
-0.6,1.01906118940229,0.109126126772456,1.76056360369949,1.02615776545538,136,293,70,2.66911764705882,3
-0.5,0.836594034374978,0.115821897281176,1.58696448531645,1.03284250917835,142,232,65,2.09154929577465,3
-0.4,0.678866585258867,0.112364982857714,1.4355206462137,1.03350919186802,145,194,58,1.73793103448276,3
-0.3,0.550479819368533,0.116420948906358,1.32586819016088,1.03957096594701,153,145,55,1.30718954248366,3
-0.2,0.433369585629926,0.109904746842378,1.21610024860577,1.03016482314811,155,122,49,1.10322580645161,3
-0.1,0.335660642432594,0.123024688479365,1.13089537989982,1.03564174154335,162,88,38,0.777777777777778,3
0,0.254312895140676,0.113548736440946,1.08001611492616,1.03349485116175,172,52,36,0.511627906976744,3
0.1,0.189247748518916,0.119549282631266,1.03484427241299,1.03391101075207,176,35,29,0.363636363636364,3
0.2,0.141257816313084,0.113569858732165,1.01278087835458,1.03786182197791,190,13,11,0.126315789473684,3
0.3,0.115690627642892,0.118230709166633,1.01867661432066,1.03529101947592,196,3,13,0.0816326530612245,3
0.4,0.10200159323208,0.112401017144015,1.03343209498667,1.0339717061952,194,6,14,0.103092783505155,3
0.5,0.116155647164293,0.119013735392534,1.07684448978781,1.0329161959596,181,14,26,0.220994475138122,3
0.6,0.142634101731463,0.114355039456819,1.14529114574449,1.02035695322928,167,24,37,0.365269461077844,3
0.7,0.198361169460764,0.12328876825264,1.23996309524871,1.0340919786126,155,50,46,0.619354838709677,3
0.8,0.261692624180852,0.111369828051744,1.33340501497225,1.03863476170094,151,65,55,0.794701986754967,3
0.9,0.348668531504103,0.111119359168419,1.46162756810694,1.03395040590287,137,85,64,1.08759124087591,3
