"constant","median_log_const","median_log_std","mean_log_const","mean_log_std","n_both","n_const_only","n_std_only","robustness","replicate"
-1,1.30259933603805,0.167138702413003,1.93352913604732,0.80400657768973,75,484,74,0.134168157423971,0
-0.9,1.12023197571093,0.165636462341724,1.71475250876775,0.761691855240759,82,370,66,0.18141592920354,0
-0.8,1.16234260614329,0.152201929180758,1.78150828327228,0.801884711908434,76,405,79,0.158004158004158,0
-0.7,0.865547864892188,0.151744921981543,1.43382737781479,0.847341087021191,93,248,75,0.272727272727273,0
-0.6,0.862414502539039,0.164549303491442,1.44465763661136,0.76303724865811,100,254,53,0.282485875706215,0
-0.5,0.665744574803657,0.153285284016749,1.19083363403678,0.809637140609717,112,168,53,0.4,0
-0.4,0.572801167762157,0.152144320269406,1.1674400757215,0.837734388487057,123,148,49,0.453874538745387,0
-0.3,0.431102753745406,0.162174502024823,0.988754852161205,0.678653565886411,115,110,27,0.511111111111111,0
-0.2,0.44846492399561,0.158371991068065,1.04133162651322,0.643896295627833,95,140,25,0.404255319148936,0
-0.1,0.330059431267107,0.16083383207871,0.799203220531774,0.725816080973302,113,56,36,0.668639053254438,0
0,0.229082126379392,0.156278764234258,0.814736869036614,0.77538322022639,140,18,15,0.886075949367089,0
0.1,0.221895656030681,0.173089944035772,0.79725884251103,0.783991392629459,151,15,10,0.909638554216867,0
0.2,0.174215101159575,0.150380010617833,0.803097155345028,0.861101395432955,155,13,18,0.922619047619048,0
0.3,0.165915138698922,0.159752713996021,0.776233334339752,0.790451844004804,136,6,14,0.957746478873239,0
0.4,0.159615339576292,0.182615087925426,0.768580195083769,0.690067793288338,125,14,16,0.899280575539568,0
0.5,0.158934789653672,0.169471384611128,0.786956216265347,0.767453403875074,136,15,9,0.900662251655629,0
0.6,0.185465933212014,0.158007592725587,0.861688055203129,0.754299936718699,107,31,44,0.77536231884058,0
0.7,0.21752358953358,0.153257902892548,0.802656385713273,0.892740108228788,120,18,52,0.869565217391304,0
0.8,0.324159734107907,0.16454775983677,1.10735107067872,0.777815095603244,106,63,46,0.627218934911243,0
0.9,0.294553042611436,0.159202529805934,1.19873028418134,0.818754796149613,109,74,59,0.595628415300546,0
1,0.467892334500868,0.133643855704346,1.33818862129656,0.795275052876363,114,93,60,0.550724637681159,0
-1,1.4437619666298,0.173419027236658,2.01429669394882,0.570839003118662,55,589,64,0.0854037267080745,1
-0.9,1.29190537762305,0.152802857419789,1.86314162283439,0.839285834374767,69,483,83,0.125,1
-0.8,1.08418328009228,0.18071817358824,1.71762277181682,0.858372703913765,102,339,65,0.231292517006803,1
-0.7,1.01011663132798,0.142970012521766,1.55137245327996,0.825685221446698,90,310,78,0.225,1
-0.6,0.724236788073698,0.153204219925229,1.2409194951217,0.819611015850529,104,184,57,0.361111111111111,1
-0.5,0.747789146182595,0.132556415498279,1.30828228259465,0.898917286783749,102,207,72,0.330097087378641,1
-0.4,0.537563345927726,0.164763637970509,1.12819963854555,0.706825957379157,99,163,35,0.377862595419847,1
-0.3,0.448836126146872,0.157419298642109,0.93785888593789,0.682675588433889,112,97,37,0.535885167464115,1
-0.2,0.396671799493293,0.158141320449659,0.925367024237315,0.760498301257564,103,96,39,0.517587939698492,1
-0.1,0.342743290204605,0.151947358777681,0.845425748093423,0.804094498002944,119,67,45,0.639784946236559,1
0,0.268695871379922,0.136533046320857,0.774398385655992,0.904312603331272,133,27,42,0.83125,1
0.1,0.221030461560927,0.177550585974297,0.785236034577096,0.745397848692575,124,32,13,0.794871794871795,1
0.2,0.20779329992408,0.164012483701412,0.839849259880559,0.779987013349554,139,36,9,0.794285714285714,1
0.3,0.155761371348587,0.159347010759473,0.812809883155749,0.833815165407314,147,7,11,0.954545454545455,1
0.4,0.138272392722572,0.15013568292258,0.819933150640769,0.814031240649888,144,11,17,0.929032258064516,1
