"constant","comparison","n_all3","n_coeff_side_clr","coeff_clr_slope","coeff_clr_int","coeff_clr_r2","n_clr_side_coeff","clr_coeff_slope","clr_coeff_int","clr_coeff_r2","n_coeff_side_tss","coeff_tss_slope","coeff_tss_int","coeff_tss_r2","n_tss_side_coeff","tss_coeff_slope","tss_coeff_int","tss_coeff_r2"
-1,"cent vs mage",109,87,0.679713076342081,-2.86903886551892,0.85615937980358,22,1.47315924220051,6.2535269787195,0.449688658326922,87,0.724090669331402,-2.39098302637868,0.891610472811224,22,1.30700221723342,5.21216945292979,0.496298948358674
-1,"eld vs kin",149,99,0.430410450322675,0.440950438542112,0.646308640700895,48,1.18385449857141,4.79875145711641,0.885912535313761,100,0.446988123818055,0.388478254853243,0.750785021380744,48,1.23372857670046,4.44280042187818,0.913310667434345
-0.9,"cent vs mage",108,79,0.651318467747501,-2.33776272200274,0.928917051147969,29,1.46746710884644,6.29583531481025,0.524176480290548,79,0.721544712487055,-1.82124309999894,0.9533765948585,29,1.35775330539953,4.46345992618839,0.602251748221903
-0.9,"eld vs kin",154,103,0.413277003787515,0.673778004504881,0.785396791135158,50,1.09770666564518,4.7073074756445,0.891590033260991,102,0.393482507161561,0.868733125032604,0.71438962752183,50,1.14278606587246,4.22987316767619,0.920883500069823
-0.8,"cent vs mage",119,84,0.715294966004698,-2.35425625642841,0.89755933836842,35,1.43581181801981,5.53203653515324,0.601106256041797,83,0.798988032717445,-1.90179103956319,0.913751615527874,35,1.32367638740543,3.62651729440583,0.652249212665952
-0.8,"eld vs kin",157,101,0.522819347504312,0.135067939806012,0.809993901375142,55,1.07120510083681,3.86954261246085,0.942783316644911,101,0.531493606144869,0.301304182485518,0.803702522242838,55,1.06960523225221,3.17728481490002,0.951882359189348
-0.7,"cent vs mage",121,80,0.724320622770687,-2.33537431765472,0.909390556691358,41,1.48049540337272,4.82201227256172,0.642428601715866,79,0.759892441303524,-1.52088866972929,0.943497281425543,41,1.45861543137035,2.78956237766235,0.756670636151019
-0.7,"eld vs kin",167,104,0.437824572646969,0.974091400534565,0.762895936156154,62,1.14933124075646,3.09013643320608,0.956065186385117,104,0.430224633265993,0.999163526027182,0.785773558936112,62,1.14958709690332,3.05099782414844,0.943912358156689
-0.6,"cent vs mage",130,83,0.699014214154475,-1.7089989705154,0.91236331551866,47,1.3898692251308,4.08813158496374,0.717028194050439,83,0.713454472173538,-0.743850444101529,0.948051607283024,47,1.27224516207547,2.36264817510935,0.828221681792741
-0.6,"eld vs kin",172,105,0.588672816697897,0.202681611442535,0.80981196339112,65,1.08223519214155,2.95211283646951,0.943092229184821,106,0.491659440329864,0.810289959401886,0.777069702768163,65,1.08797376716424,2.51850317827616,0.96748794476049
