"constant","median_log_const","median_log_std","mean_log_const","mean_log_std","n_both","n_const_only","n_std_only","robustness","replicate"
-1,1.33503457068258,0.156261157504494,1.8921718823158,0.840075205897173,74,507,88,8.04054054054054,0
-0.9,1.14519683961112,0.193337049837734,1.65061914173189,0.766867168102747,84,378,65,5.27380952380952,0
-0.8,1.1263263933927,0.152500761304717,1.76453237276537,0.773103306847391,65,409,83,7.56923076923077,0
-0.7,0.830694577381444,0.142947869114698,1.35816753273795,0.850640926383367,85,247,77,3.81176470588235,0
-0.6,0.797558459755943,0.162259816190278,1.35568013602664,0.802666407532971,92,245,60,3.31521739130435,0
-0.5,0.832362864804466,0.164449493980811,1.39319132122916,0.679400118860608,87,254,43,3.41379310344828,0
-0.4,0.527995224539154,0.171255478131136,1.07615469783979,0.737166855913156,108,132,37,1.56481481481481,0
-0.3,0.543232919602342,0.164500859033567,1.03516407243462,0.766235021086591,101,133,55,1.86138613861386,0
-0.2,0.364723232576715,0.159850997099027,0.934524767478638,0.798770623507782,127,82,28,0.866141732283465,0
-0.1,0.400355397956852,0.191654482280837,0.887950611398241,0.756777054206861,125,61,26,0.696,0
0,0.267687911258864,0.156112587879156,0.827337440183431,0.770979562772196,131,48,23,0.541984732824427,0
0.1,0.216375349682228,0.151685504954781,0.800602039709419,0.807260011550551,129,35,29,0.496124031007752,0
0.2,0.1682691338572,0.168206971654219,0.812658273831009,0.796819092664123,144,11,9,0.138888888888889,0
0.3,0.171315469591295,0.165909709257193,0.787879373125911,0.750130481148443,146,10,6,0.10958904109589,0
0.4,0.165866610636189,0.150150083197619,0.738416630324255,0.830507725900765,139,3,18,0.151079136690647,0
0.5,0.149860588075786,0.139904654222863,0.84773105499647,0.843140735589117,143,12,20,0.223776223776224,0
0.6,0.200580779901674,0.155634809884015,0.942592909926004,0.75050169158058,116,30,30,0.517241379310345,0
0.7,0.233143167676347,0.148477257375189,1.01191212132915,0.74751089065116,114,46,36,0.719298245614035,0
0.8,0.239786948732986,0.160478343739048,1.00794553983012,0.815893465965845,112,48,49,0.866071428571429,0
0.9,0.336391131116747,0.160726797419187,1.09499086291753,0.676653910253544,102,76,30,1.03921568627451,0
1,0.409808818103004,0.161906283980325,1.2035759914337,0.824289424571971,100,81,68,1.49,0
-1,1.18169570172712,0.15258676985647,1.60726326239971,0.82398013657174,88,368,75,5.03409090909091,1
-0.9,1.13399158426339,0.15201063961481,1.76611569734336,0.80413317453579,75,388,78,6.21333333333333,1
-0.8,1.02918207552497,0.165806652011454,1.51883911163901,0.774381157596059,86,313,63,4.37209302325581,1
-0.7,0.988710693447529,0.147935086595715,1.55812323574661,0.71724407343804,103,293,57,3.39805825242718,1
-0.6,0.815188331403461,0.15815823481529,1.14987096413603,0.804897419482336,65,202,79,4.32307692307692,1
-0.5,0.632121773776389,0.155032025923829,1.15524511684764,0.817431002083464,106,155,56,1.99056603773585,1
-0.4,0.483124674293354,0.157119444417011,0.937122596015357,0.786517272719345,127,64,39,0.811023622047244,1
-0.3,0.48127553716554,0.164749229529668,1.03088492272442,0.823888387148542,127,114,40,1.21259842519685,1
