asv	SRR3679926	SRR3679927	SRR3679928	SRR3679929	SRR3679930	SRR3679931	SRR3679932	SRR3679933	SRR3679934	SRR3679935	SRR3679936	SRR3679937	SRR3679938	SRR3679939	SRR3679940	SRR3679941	SRR3679942	SRR3679943	SRR3679944	SRR3679945	SRR3679946	SRR3679947	SRR3679948	SRR3679949	SRR3679950	SRR3679951	SRR3679952	SRR3679953	SRR3679954	SRR3679955	SRR3679956	SRR3679957	SRR3679958	SRR3679959	SRR3679960	SRR3679961	SRR3679962	SRR3679963	SRR3679964	SRR3679965	SRR3679966	SRR3679967	SRR3679968	SRR3679969	SRR3679970	SRR3679971	SRR3679972	SRR3679973	SRR3679974	SRR3679975	SRR3679976	SRR3679977	SRR3679978	SRR3679979	SRR3679980	SRR3679981	SRR3679982	SRR3679983	SRR3679984	SRR3679985	SRR3679986	SRR3679987	SRR3679988	SRR3679989	SRR3679990	SRR3679991	SRR3679992	SRR3679993	SRR3679994	SRR3679995	SRR3679996	SRR3679997	SRR3679998	SRR3679999	SRR3680000	SRR3680001	SRR3680002	SRR3680003	SRR3680004	SRR3680005	SRR3680006	SRR3680007	SRR3680008	SRR3680009	SRR3680010	SRR3680011	SRR3680012	SRR3680013	SRR3680014	SRR3680015	SRR3680016	SRR3680017	SRR3680018	SRR3680019	SRR3680020	SRR3680021	SRR3680022	SRR3680023	SRR3680024	SRR3680025	SRR3680026	SRR3680027	SRR3680028	SRR3680029	SRR3680030	SRR3680031	SRR3680032	SRR3680033	SRR3680034	SRR3680035	SRR3680036	SRR3680037	SRR3680038	SRR3680039	SRR3680040	SRR3680041	SRR3680042	SRR3680043	SRR3680044	SRR3680045	SRR3680046	SRR3680047	SRR3680048	SRR3680049	SRR3680050	SRR3680051	SRR3680052	SRR3680053	SRR3680054	SRR3680055	SRR3680056	SRR3680057	SRR3680058	SRR3680059	SRR3680060	SRR3680061	SRR3680062	SRR3680063	SRR3680064	SRR3680065	SRR3680066	SRR3680067	SRR3680068	SRR3680069	SRR3680070	SRR3680071	SRR3680072	SRR3680073	SRR3680074	SRR3680075	SRR3680076	SRR3680077	SRR3680078	SRR3680079	SRR3680080	SRR3680081	SRR3680082	SRR3680083	SRR3680084	SRR3680085	SRR3680086	SRR3680087	SRR3680088	SRR3680089	SRR3680090	SRR3680091	SRR3680092	SRR3680093
SV_21	0	0	0	41	0	0	0	0	0	0	204	0	0	0	0	0	0	0	30	0	108	0	77	0	367	0	90	0	0	12	0	0	0	0	0	127	0	2620	0	94	0	377	0	0	0	13	0	3824	24	0	0	0	116	0	52	0	0	0	122	970	0	0	131	476	0	402	0	0	0	27	329	965	0	27	0	0	0	447	0	0	0	0	0	0	0	0	47	84	0	0	0	0	0	18	0	0	489	0	0	0	0	0	0	0	0	0	0	0	31	408	0	578	0	150	0	0	141	0	600	166	0	18	114	0	52	0	0	0	0	0	86	127	0	0	0	0	121	0	0	33	0	0	0	0	0	0	0	0	0	0	0	3	2371	0	0	201	0	169	1611	119	0	0	0	227	0	21	0	0
SV_22	0	0	0	0	80	72	0	0	67	181	0	0	0	18	244	0	250	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	628	0	0	0	0	127	0	0	0	0	132	3496	0	0	0	181	0	0	0	0	0	0	0	0	0	0	2630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	29	1123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	1498	0	0	0	0	0	1564	0	1374	1416	0	0	0	0	0	0	0	0	0	334	0	2977	0	0	0	0	0	0	0	0	0	109	125	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SV_23	44	0	0	32	119	81	0	0	0	15	119	0	142	0	69	0	0	0	56	0	382	0	22	0	0	140	42	0	105	0	0	0	0	136	0	0	239	0	275	0	144	0	1868	0	105	115	252	0	0	0	223	0	60	0	0	0	37	0	0	326	0	0	0	0	0	175	0	194	0	0	159	131	1849	242	0	0	116	0	40	0	0	0	120	32	0	0	35	0	0	0	0	250	0	0	27	0	0	0	0	24	358	0	0	0	0	0	0	0	84	90	0	0	38	647	0	54	176	0	76	0	90	105	33	77	43	298	0	87	384	0	156	0	0	127	22	159	70	31	0	0	0	3239	241	0	575	31	53	128	104	0	45	0	0	65	597	88	525	67	200	26	0	49	0	0	999	32	0	92
SV_24	90	39	0	261	158	108	904	0	0	67	100	44	86	15	212	5	8	0	11	0	117	12	130	13	0	107	144	0	8	9	0	9	73	105	116	153	32	37	32	42	0	90	0	48	91	121	133	402	48	14	100	481	57	55	0	0	0	0	36	33	0	0	51	178	239	251	36	92	15	60	0	19	152	193	5	171	102	118	16	22	0	0	124	46	12	0	41	0	0	0	127	235	0	0	6	35	220	0	0	14	55	250	0	0	0	0	24	0	46	229	9	0	0	206	225	105	559	0	15	0	91	159	64	36	266	162	0	228	0	0	6	0	0	34	0	0	88	31	185	17	657	0	448	0	0	153	58	0	95	0	0	0	0	0	647	23	354	9	1450	70	2566	152	0	412	195	268	32	0
SV_25	140	38	0	64	151	20	140	84	168	79	121	0	0	0	39	0	45	0	14	108	30	0	48	0	94	775	0	0	24	0	0	0	108	46	0	56	0	127	0	0	27	0	656	44	96	117	104	796	27	0	0	1109	39	0	0	87	0	2007	96	326	0	0	172	142	1566	40	517	42	0	78	102	17	19	50	0	0	0	0	71	0	126	0	29	27	0	21	63	0	0	0	0	103	260	0	29	47	149	0	107	16	85	401	233	88	0	0	21	0	16	56	0	28	53	484	0	19	27	162	68	0	0	0	0	0	0	57	427	75	0	0	136	103	0	80	0	71	0	33	149	0	171	0	97	10	0	28	0	14	0	0	52	0	0	46	80	68	87	0	112	405	582	25	0	122	50	0	32	84
SV_26	0	0	0	0	0	0	0	0	1358	0	0	0	0	23	0	0	0	0	35	119	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	110	0	0	0	0	0	0	0	32	0	0	0	0	0	142	57	0	0	0	0	0	0	1656	0	0	0	1031	361	0	0	0	0	0	0	0	485	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1075	31	0	0	0	51	0	0	0	0	0	0	0	0	684	73	0	0	0	0	0	0	8	108	58	1090	0	106	0	0	0	0	24	25	0	0	0	148	224	790	0	59	0	0	0	0	0	0	0	0	16	0	0	0	0	45	0	0	0	0	367	1967	221	0	32	0	0	0	0	0	0	1289	0	0	0
SV_27	12	807	0	140	56	264	1175	0	3	136	134	86	66	113	224	0	113	0	196	0	0	7	0	0	5	207	255	0	0	34	0	87	0	71	0	226	0	0	55	449	301	489	0	261	33	0	0	5	73	19	0	0	129	0	90	0	76	0	0	0	0	0	60	227	0	43	0	33	0	226	0	0	14	11	65	0	158	376	0	48	0	124	5	32	72	26	73	128	0	78	0	133	0	0	0	476	0	0	0	11	278	0	0	0	0	0	74	0	0	0	12	0	0	0	182	125	0	0	0	0	206	0	12	72	0	183	0	0	0	0	0	0	0	41	36	14	177	57	8	0	212	0	463	33	0	8	36	205	223	105	0	64	0	243	259	6	121	0	0	270	0	105	0	0	251	232	326	0
SV_28	0	0	0	0	42	44	34	0	68	82	0	0	0	0	0	0	42	0	0	69	0	11	0	0	0	0	295	0	0	0	75	0	0	80	96	365	0	0	18	0	543	251	0	0	0	1073	0	376	130	23	0	0	0	0	0	0	0	0	0	0	0	0	448	403	0	0	0	1547	0	0	0	9	0	0	20	27	0	26	0	12	0	0	0	0	82	0	127	0	0	143	0	0	80	0	2	226	0	0	0	0	0	0	23	299	0	0	97	0	0	0	9	0	0	0	123	0	0	0	0	0	177	0	0	0	606	31	391	0	0	0	0	135	0	0	232	0	0	45	0	0	435	0	0	163	0	77	20	976	19	0	0	497	0	34	477	0	134	0	0	0	0	8	0	0	189	34	448	0
SV_29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3994	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	717	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	7651	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
SV_30	0	0	339	0	0	0	0	0	0	0	0	0	0	0	0	17	0	23	0	0	92	0	0	220	107	0	0	3278	0	0	0	0	34	0	105	50	76	499	0	16	20	0	63	0	0	0	38	0	0	0	102	7	0	281	0	483	0	644	61	69	58	320	25	19	13	23	0	10	0	0	30	7	9	0	0	22	1008	0	0	0	76	14	92	0	0	0	0	16	102	20	41	142	34	0	655	0	108	0	1600	308	0	20	0	0	58	17	0	347	24	0	0	39	0	0	0	0	0	0	29	13	19	6	0	0	0	0	9	5	7	0	15	51	136	39	0	0	0	0	0	0	0	39	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	13	144	0	47	0	0	0	0	0
SV_31	0	0	85	0	0	0	0	0	734	0	0	0	0	0	0	0	0	1984	33	1102	0	0	0	0	95	234	0	0	242	0	0	0	91	0	0	110	0	0	24	0	123	0	0	0	92	84	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	69	0	179	0	75	0	0	0	0	316	0	0	0	0	0	0	87	0	371	0	0	0	0	0	0	0	81	0	251	129	0	0	23	45	250	0	216	0	30	0	0	0	0	0	22	0	0	558	0	0	0	241	0	0	0	0	21	0	0	392	0	19	0	0	306	236	0	0	0	0	0	0	61	140	0	0	0	9	879	0	110	0	0	0	0	32	0	0	0	0	0	0	75	72	28	0	0	0	1390	0	0	0	0	38	0	179
SV_32	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	25	4	0	0	0	8756	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	141	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	141	0	0	0	0	593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	1317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	98	0
SV_33	0	0	0	0	0	0	394	51	0	167	0	0	0	0	0	0	0	0	0	59	0	0	134	0	32	0	0	0	144	0	0	0	0	0	78	0	0	0	0	0	0	1210	0	0	0	0	0	1774	0	59	0	211	98	0	0	0	0	0	0	0	0	0	0	845	0	0	0	0	144	37	0	0	0	0	0	0	0	0	0	0	179	0	0	21	0	243	70	0	0	0	164	158	0	0	0	180	0	0	0	0	139	0	0	106	0	0	0	0	0	0	0	0	0	0	928	0	0	121	0	0	0	0	0	0	0	652	0	97	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	581	0	0	0	0	0	11	0	103	0	0	0	0	0	268	1334	156	0	0	0	207	0	0
SV_34	27	0	0	20	34	37	53	0	0	0	48	0	0	30	0	0	0	0	6	1428	0	0	0	0	0	0	0	0	198	0	0	0	0	0	490	37	285	0	17	0	96	0	694	0	0	0	93	0	21	0	0	11	67	239	0	0	0	306	0	153	0	0	0	75	91	460	66	0	0	0	0	18	0	708	0	0	0	0	27	0	0	0	274	0	0	58	0	538	0	234	254	261	589	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	93	0	0	0	0	24	0	0	66	0	0	0	70	27	0	0	25	30	19	0	0	0	17	0	0	10	0	0	0	31	0	0	0	65	13	0	20	0	57	29	0	160	58	0	0	64	0	14	0	46	0	126	0	0	63	0	532	0	1449
SV_35	208	0	0	0	36	0	0	73	0	0	0	0	100	165	412	0	70	0	139	0	72	0	6	0	16	0	0	0	0	0	0	23	186	0	169	4	0	69	233	181	19	0	0	0	85	0	0	0	21	0	144	0	73	34	15	0	61	55	0	500	0	0	0	172	0	0	0	0	0	173	90	9	166	0	0	9	93	268	40	0	451	0	76	44	0	28	485	14	0	0	22	0	0	22	158	138	280	0	0	0	394	0	0	60	0	0	253	0	33	216	0	0	0	0	0	4	69	388	0	0	57	0	0	9	102	19	0	271	0	0	645	0	0	434	106	0	204	213	194	14	12	0	195	212	0	50	157	81	53	0	0	0	0	26	29	34	20	63	90	45	0	0	0	0	272	54	79	0
SV_36	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	142	0	0	0	0	32	0	0	397	0	356	0	0	112	8	178	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	70	10	0	0	0	0	0	214	3	86	0	412	0	0	0	3	0	3	0	0	0	4	0	0	0	0	0	0	0	4	2284	1455	0	0	0	0	0	0	0	0	0	0	0	0	631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	530	0	0	0	0	0	0	778	0	0	5	142	3	63	0	0	24	0	0	6	0	0	0	197	0	18	0	0	1354	776	0	0
SV_37	202	0	0	32	0	137	21	36	59	17	57	0	0	0	0	0	0	0	48	0	0	0	19	0	0	0	0	0	0	0	0	0	40	15	0	13	0	0	0	0	61	0	48	17	0	54	256	1540	0	0	39	329	58	54	0	0	0	0	0	0	195	0	14	136	0	291	971	14	0	0	0	0	0	1109	0	0	16	0	22	0	0	0	0	0	0	23	6	106	0	0	0	75	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	156	0	7	0	32	0	0	14	0	1728	0	34	0	0	16	0	0	0	16	0	215	35	0	0	0	0	101	44	0	50	0	304	0	0	373	0	0	0	142	0	535	0	0	26	0	211	0	0	49	200	0	0
SV_38	161	0	0	35	43	0	88	18	8	0	0	0	0	0	0	5	37	0	17	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	41	55	590	16	0	0	0	0	21	0	0	16	412	0	42	0	0	89	0	0	15	0	0	0	23	0	0	3	31	75	1209	759	76	0	0	0	23	0	333	1031	20	0	37	504	17	0	0	273	0	0	0	81	0	11	0	63	345	64	605	0	0	0	0	0	0	0	0	0	153	0	0	0	53	0	0	82	0	0	0	22	0	29	110	0	0	39	24	16	0	0	64	15	110	164	0	0	0	0	0	0	21	10	88	24	20	0	116	0	0	0	27	46	0	72	31	0	26	31	0	0	346	0	112	0	616	40	0	0	0	0	116	0	0	14
SV_39	36	16	178	0	19	0	242	0	0	0	11	14	12	0	9	0	39	0	0	0	10	0	11	0	0	0	8	0	7	0	0	0	0	64	0	0	0	423	19	36	205	270	0	11	125	69	0	0	220	0	538	0	22	327	370	157	11	0	88	0	0	0	258	455	84	285	26	64	0	0	177	305	0	0	0	0	0	412	153	167	0	35	0	157	0	0	12	30	0	78	95	942	872	54	0	82	0	0	0	124	0	0	13	47	0	0	0	0	11	33	0	0	51	0	0	0	4	74	0	0	0	17	12	0	8	0	26	0	0	0	6	0	0	43	0	0	0	0	0	0	0	0	0	2	0	79	25	0	0	0	0	5	85	0	31	42	4	0	87	147	184	35	0	0	27	217	0	132
SV_40	0	0	0	0	775	0	0	0	0	0	0	34	296	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	727	0	0	0	1592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	326	0	0	0	0	0	0	0	0	0	0	0	397	0	0	0	0	0	0	0	0	0	276	253	0	0	0	0	0	67	0	0	49	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0
SV_41	0	0	0	0	0	0	193	0	68	57	107	0	0	49	46	50	0	0	0	710	0	0	131	0	0	0	76	9	0	51	48	0	83	0	0	0	0	0	29	0	121	264	45	0	0	0	0	0	99	169	0	0	0	234	0	0	0	0	0	0	0	0	54	55	0	460	0	118	0	105	0	0	0	205	83	91	0	0	198	105	0	0	62	167	81	192	0	0	0	0	72	1023	18	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	445	272	40	0	0	0	0	63	0	0	90	247	0	147	0	50	0	41	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	17	26	72	0	68	0	33	67	43	163	287	0	0	236	0	22	0	0	0	0	0	0	0	551
SV_42	0	0	0	0	0	0	0	176	0	0	0	17	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	43	0	0	0	0	0	656	0	0	0	0	0	0	0	27	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	20	0	0	0	0	0	178	0	0	268	0	11	85	213	12	10	0	16	0	0	0	156	15	2792	56	0	29	8	0	0	0	0	0	0	229	0	0	1885	0	0	18	0	0	0	0	0	29	0	0	36	0	0	0	0	0	424	0	0	0	0	0	0	551	0	12	33	0	484	0	0	0	0	0
SV_43	0	0	0	71	0	83	1161	0	153	35	279	14	5	0	14	0	0	0	212	0	0	7	63	0	0	0	57	0	0	9	0	45	0	63	0	0	0	0	3	66	40	137	0	170	94	139	0	0	0	0	0	473	252	0	0	0	236	0	0	0	0	0	151	0	0	354	0	36	0	172	0	6	0	36	35	23	6	7	108	0	0	0	0	41	5	0	0	58	0	0	59	0	0	4	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	13	0	123	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	41	0	0	33	14	0	27	0	0	24	0	36	44	36	1064	0	1548	4	0	0	0	0	0	75	162	0
SV_44	0	0	557	0	0	0	175	0	0	0	117	0	0	24	0	0	0	0	0	98	80	21	0	0	46	0	0	0	200	11	0	35	0	0	0	0	6	0	0	0	0	140	0	0	44	0	0	0	29	0	0	59	0	36	0	0	5	0	60	0	0	0	0	0	0	0	0	0	0	0	12	0	9	0	28	0	0	66	0	52	6	57	612	0	0	104	0	0	0	0	155	0	0	0	0	0	0	0	0	18	0	0	41	0	238	0	0	819	878	10	314	0	1043	0	0	0	0	75	0	0	193	0	842	0	0	0	0	22	0	115	0	0	28	0	45	182	0	35	0	132	0	0	0	0	0	0	0	0	21	0	0	0	0	109	0	25	0	0	15	0	15	0	0	0	0	0	0	104
SV_45	0	0	0	0	0	0	0	0	0	0	0	0	355	0	0	299	150	0	0	0	1016	0	0	0	0	0	0	0	0	0	753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	165	148	0	0	0	614	0	0	0	0	0	0	467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1254	642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1538	0	0	0	0	0	0	0	0	0	0
SV_46	0	0	45	100	90	0	0	0	83	55	221	76	67	34	0	294	0	0	0	49	0	49	180	0	0	0	107	0	0	0	0	0	738	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	889	179	0	312	84	0	0	0	55	0	0	68	0	0	0	85	0	0	0	0	21	0	0	0	0	0	37	418	0	0	45	0	0	0	57	0	83	0	24	0	189	0	0	0	0	0	0	20	0	0	0	0	0	0	85	0	168	286	0	0	0	0	267	0	0	0	0	0	58	0	0	33	0	0	0	0	0	0	294	0	289	39	0	0	84	65	0	0	0	0	0	65	0	81	0	45	0	0	0	0	37	0	0	0	0	79	0	0	28	0	0	26	518
SV_47	0	39	0	122	12	0	808	0	0	0	0	17	0	0	6	0	295	0	0	0	0	0	0	0	0	177	59	0	0	3	0	85	0	44	147	71	75	0	81	91	123	0	0	292	0	0	592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	40	0	0	0	0	7	0	121	0	13	754	0	0	0	0	0	0	0	11	0	344	0	0	0	36	0	0	0	34	0	0	0	0	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	7	36	16	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	341	354	0	78	0	500	14	0	0	0	10	138	9	0	298	0	0	493	0	35	0	0	0	0	0	0
SV_48	0	0	1740	0	0	0	0	0	0	0	107	36	0	0	0	0	0	0	0	0	0	0	0	0	3194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	820	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	830	0	0	0	0	0	0	0	0	0	0
SV_49	0	0	0	0	0	0	0	0	0	140	0	147	370	108	0	0	0	0	0	0	0	0	0	0	3	286	0	0	0	0	297	0	0	0	0	921	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0	588	0	0	0	0	0	0	0	0	0	1659	117	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	0	69	0	0	0	0	0	0	0	0	0	0	0	0	1186	0	102	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SV_50	0	0	0	257	0	0	0	0	0	0	0	286	292	176	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	360	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1309	0	0	0	0	884	0	0	73	0	0	0	421	3	0	0	690	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	12	0	0
SV_51	0	0	0	0	0	0	0	0	0	236	0	178	87	0	0	0	0	1519	0	0	0	0	554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	918	0	326	0	0	0	0	963	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	291	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SV_52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	99	0	0	9	0	0	97	26	0	0	0	0	0	0	0	7	0	0	50	0	25	0	0	0	0	318	0	0	0	0	157	0	0	36	0	13	0	0	0	0	1421	0	17	0	342	0	27	124	36	5	0	0	0	33	101	28	27	0	0	0	0	0	0	172	0	33	0	0	0	0	0	0	0	0	0	0	0	562	0	114	0	75	0	0	655	0	0	0	103	0	0	0	0	0	14	0	32	59	0	0	0	284	10	0	0	0	0	0	0	18	12	52	0	31	16	0	0	0	0	0	0	0	0	0	446	0	343	97	65	0	0	0	0	0	0	39	0	0	0	0	0	14	0	37	0	100	121	0	32	0	0
SV_53	0	0	0	0	0	0	0	223	0	111	0	0	223	0	0	230	0	0	0	0	431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2367	0	0	0	0	1768	0	0	0	0	0	0	0	0	0	0	0	0	0	559	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0
SV_54	0	0	0	0	0	21	56	0	0	0	66	0	0	0	19	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	22	258	349	303	0	0	102	0	0	0	28	126	0	1020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	348	7	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	30	0	65	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	551	0	230	0	26	0	174	0	0	0	91	0	35	0	0	0	52	0	16	0	0	1621	34	68	0
SV_55	40	85	0	26	56	69	432	0	57	27	106	224	153	32	69	99	0	0	74	157	114	22	117	163	0	0	47	0	0	30	23	31	167	40	0	0	0	0	0	34	0	83	22	14	39	0	0	0	43	0	0	69	0	15	0	115	20	368	0	23	0	0	0	22	0	0	0	20	0	48	33	27	0	0	0	0	0	15	23	0	0	0	243	26	0	77	0	14	0	0	8	107	16	92	0	84	0	0	23	101	13	0	17	33	0	0	12	0	28	36	62	0	62	0	0	13	0	36	135	75	29	32	34	0	0	24	40	68	0	33	0	0	0	151	0	8	18	49	10	0	82	0	65	0	0	23	0	0	8	33	10	30	139	43	0	22	0	173	0	13	83	8	158	0	0	122	91	98
SV_56	0	0	0	0	0	96	0	0	216	0	0	0	0	0	0	1612	0	494	0	0	0	317	327	0	0	0	0	0	0	0	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	540	0	0	0	104	0	0	0	0	0	0	0	32	0	23	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	40	0	0	0	0	0	0	0	0	0	0	348	649	84	221	0	0	0	0	5	31	0	0	0	40	0	0	0	0
SV_57	0	0	0	0	116	0	0	0	0	122	8	0	0	0	0	0	0	0	16	0	0	0	0	0	2	371	0	0	0	0	0	0	0	0	1520	0	0	0	780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	485	0	0	0	0	0	0	0	0	0	1327	0	0	0	0	0	0	0	0	0	0	0	0	0	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	748	0	6	3	0	11	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
