"constant","comparison","pval_cor","pval_mae","pval_rmse","pval_median_diff","median_log_clr","median_log_tss","median_es_clr","median_es_tss","n_both","n_tss_only","n_clr_only","n_neither"
-1,"cent vs mage",0.793945261210775,0.851501543843392,1.06363565915841,0.68704818201824,0.940935954117173,0.293747247563129,1.28956719416009,0.638792140819896,80,34,228,775
-1,"eld vs kin",0.570885214614778,1.4287678716574,2.4660391514946,0.552359970728439,0.669286094344537,0.146910083920974,1.11301484660938,0.450154742531336,99,55,193,770
-0.9,"cent vs mage",0.829215145678543,0.854444761881013,1.11332256510736,0.638558585843352,0.943596228598348,0.328521942951023,1.32714533761111,0.698782261513879,81,23,226,787
-0.9,"eld vs kin",0.878533936678273,0.655249023499506,1.12369234681534,0.331972027431213,0.459899800363877,0.156938402504025,0.884823228269674,0.440298863098165,109,40,81,887
-0.8,"cent vs mage",0.805818355641203,1.01508004592078,1.37822357266471,0.708423803287228,0.956940930656639,0.287696013705563,1.27578143068964,0.591731834482345,71,17,280,749
-0.8,"eld vs kin",0.78965050740355,0.839422811636314,1.52221663778134,0.37390605187439,0.518816759355013,0.172043790813268,1.01863727974054,0.455403085440926,99,39,103,876
-0.7,"cent vs mage",0.81150971394042,0.93321508321762,1.28031003649322,0.622590253964644,0.85037715217715,0.262837110665455,1.22166915265684,0.576512929757827,76,26,243,772
-0.7,"eld vs kin",0.730646993593588,0.976415806772204,1.93011389973354,0.31348443624226,0.469762604112694,0.161630102845716,0.879553598826278,0.434109997391236,94,45,129,849
-0.6,"cent vs mage",0.898600373631228,0.486056201918129,0.621939111627319,0.352460845986761,0.563790181212417,0.232284059843622,0.914111768406784,0.561406342323025,97,20,92,908
-0.6,"eld vs kin",0.861110075665918,0.499007075046735,1.15259424777052,0.186610585496054,0.314719437160393,0.158306179480407,0.697928512435534,0.443538672163917,116,43,38,920
-0.5,"cent vs mage",0.925043027769818,0.443587499298898,0.56797964939593,0.344506385320735,0.641376361567682,0.296256597147817,1.022989965739,0.665180069991396,104,11,78,924
-0.5,"eld vs kin",0.852594730409007,0.499126703301422,1.17352703797967,0.0832159110712843,0.24799908596264,0.18624878948145,0.618554865443395,0.434653542274582,87,25,78,927
-0.4,"cent vs mage",0.888097693215002,0.444897479074381,0.570114146800894,0.359585605599754,0.597002825448632,0.222058667565562,0.917071668839047,0.546447682256681,100,31,35,951
-0.4,"eld vs kin",0.983078417174165,0.286354625410488,0.421085978609161,0.15587038203223,0.297898570094899,0.151666423719053,0.625337773644969,0.438137123487892,140,21,18,938
-0.3,"cent vs mage",0.977198277346944,0.206448995714916,0.393657581951093,0.101268781419074,0.405208923993876,0.308540641896739,0.758377431608471,0.682646068511706,121,1,43,952
-0.3,"eld vs kin",0.861343032282359,0.421926872959921,1.07839833767128,0.119871516721304,0.257244802269583,0.159484171152971,0.610779885290351,0.444893892335688,120,31,33,933
-0.2,"cent vs mage",0.840262490516226,0.445600463992715,0.714074920086827,0.207374456051903,0.39906135991246,0.202471198486877,0.765027827963252,0.492664634618641,93,18,69,937
-0.2,"eld vs kin",0.927581040975696,0.320090498462355,0.822900385301371,0.0640096618280778,0.207645760019536,0.160886921867975,0.526685217562442,0.442662693566403,126,21,27,943
-0.1,"cent vs mage",0.945624201811655,0.185332177559857,0.376300945441057,0.050673172690173,0.29141718965919,0.243336618829644,0.615207854616931,0.522073295496884,99,6,28,984
-0.1,"eld vs kin",0.973300678512412,0.245598176313002,0.70158630317888,0.00402596314307768,0.189352050865197,0.168885312103326,0.461810200462046,0.434713545956233,121,37,1,958
0,"cent vs mage",0.947333753869798,0.163125218698605,0.399188887930519,0.0128718712267644,0.317193343166372,0.315600857442469,0.672777310396967,0.610678030222856,79,6,50,982
0,"eld vs kin",0.985375773376218,0.163177931826764,0.386554635136642,0.0279739806615699,0.178421757668414,0.134779326974752,0.430653183855337,0.442973764307823,136,25,1,955
0.1,"cent vs mage",0.954664628296317,0.195053291365943,0.345803286849982,-0.0943133768585374,0.200077277845417,0.285672706192984,0.482637962070663,0.61277288420574,88,16,22,991
0.1,"eld vs kin",0.988607165634464,0.130978744150215,0.328289375791307,0.0075689379268476,0.179271276934586,0.175117750418887,0.448692031135398,0.442819319491169,120,13,11,973
0.2,"cent vs mage",0.952505673243585,0.208109302942692,0.30932350331732,-0.0966061539256597,0.207619648736289,0.300362499114778,0.483406571961351,0.615835701842025,96,25,11,985
0.2,"eld vs kin",0.975472761742081,0.317153615594397,0.580361252167451,0.0752671850439574,0.220902863807272,0.161127758800243,0.53231942717933,0.445979644796,134,19,11,953
0.3,"cent vs mage",0.943207367096317,0.237831758843402,0.421387650521508,-0.0708222786421055,0.196830043477076,0.242241295294223,0.457822544249466,0.557149895096411,81,54,12,970
0.3,"eld vs kin",0.981566307489019,0.222507414386993,0.676823945681751,0.0107498841800186,0.177041819291335,0.169008711930714,0.483655946454762,0.439324218057781,140,1,19,957
0.4,"cent vs mage",0.944496507064004,0.296966166017402,0.449777063470055,-0.0674372860134034,0.19944061223477,0.268851642029082,0.42394695915581,0.574609041065466,89,52,7,969
0.4,"eld vs kin",0.981411815208041,0.289221963282134,0.667902994821974,0.0833011314593707,0.213234138663008,0.151121267748521,0.516683335056406,0.436244392698675,135,6,14,962
0.5,"cent vs mage",0.974814822649097,0.133241841615528,0.250772433618301,-0.0262152572758278,0.203328548284764,0.225830576614991,0.466070964646602,0.520786534425709,90,18,4,1005
0.5,"eld vs kin",0.881279043194287,0.59967171615866,1.34308272249736,0.0376465064245899,0.218989177253013,0.198766215921719,0.568033164899279,0.505997394499961,116,43,40,918
0.6,"cent vs mage",0.699200452271448,0.658887064918029,1.45970304396829,0.0526422765953764,0.258491007631991,0.234580748708419,0.544367542295189,0.53020212507683,80,46,53,938
0.6,"eld vs kin",0.943193384241622,0.515325275279679,0.84195517019721,0.228651098367001,0.356384406519662,0.150581157305491,0.782749981403396,0.436015609649352,105,46,31,935
0.7,"cent vs mage",0.850081212488131,0.378314406639341,0.762307999451931,-0.0226684099316064,0.217285974557173,0.256122855194402,0.465758339978779,0.548163188337875,70,43,21,983
0.7,"eld vs kin",0.900752147481865,0.713180873733764,1.47303299662342,0.196248760966602,0.35150933798994,0.170118672326699,0.763164274409197,0.431573643352506,102,41,67,907
0.8,"cent vs mage",0.790715702579273,0.628180602951979,1.27485329142357,-0.0220256963773683,0.290389873349172,0.331993138384552,0.569699946418189,0.630222687163762,59,41,58,959
0.8,"eld vs kin",0.81255661962133,0.840321186353521,1.70788656485197,0.214608810955531,0.367517374695614,0.175847911232942,0.80605605401562,0.455793628817175,97,70,58,892
