"constant","comparison","feature","clr_padj","tss_padj","clr_log10","tss_log10","clr_est","tss_est","clr_se","tss_se","direction"
-1,"cent vs mage","4",0.00351570251140811,9.54533965468458e-16,2.45398788078823,15.0202086133645,0.855042007397702,1.8346988102972,0.182836379662465,0.182906773692564,"TSS_more_sig"
-1,"cent vs mage","7",1.14308292679232e-07,1.69607045771612e-14,6.94192226186902,13.7705561103566,2.84507250905087,3.79247386856351,0.417687887817419,0.415423341376728,"TSS_more_sig"
-1,"cent vs mage","12",1.95844918019607e-11,8.1439302388529e-05,10.7080876934788,4.08916595517075,-2.71497418462667,-1.73058034595853,0.35034165155232,0.350892301824499,"CLR_more_sig"
-1,"cent vs mage","13",3.68152045370098e-10,0.00528993475179167,9.43397278233795,2.27654968469668,-2.02131492717117,-1.03913676469277,0.276874786705201,0.277416304286402,"CLR_more_sig"
-1,"cent vs mage","14",0.000236266197625124,7.84315492285916e-14,3.62659840801204,13.1055092064513,1.35557820578714,2.33566227389507,0.259344383937586,0.259139109824974,"TSS_more_sig"
-1,"cent vs mage","18",5.4084559653532e-09,0.0134944084976951,8.26692670188718,1.86984614718135,-1.95319648175327,-0.971751498451021,0.288061057349453,0.288024827598558,"CLR_more_sig"
-1,"cent vs mage","20",0.00058083772248215,6.21343458240211e-13,3.23594518615465,12.2066682697349,1.32838715477252,2.31105156176341,0.26879416499024,0.268441040214832,"TSS_more_sig"
-1,"cent vs mage","21",4.7017017731837e-05,4.09137044794603e-15,4.32774492143997,14.3881311960785,1.50828232219745,2.48736110918033,0.261298377789674,0.260839759083261,"TSS_more_sig"
-1,"cent vs mage","22",4.89035069053824e-15,7.72500787558088e-07,14.3106599961924,6.11210106914331,-2.95004665865497,-1.97893123510295,0.321962740284816,0.322408602854887,"CLR_more_sig"
-1,"cent vs mage","24",1.16646479599079e-06,2.4822351580295e-12,5.93312836371776,11.6051570773914,3.12983357163441,4.10420406239281,0.488606556468483,0.492251040718813,"TSS_more_sig"
-1,"cent vs mage","26",0.0012179907232415,8.85478796981679e-10,2.91435601947028,9.05282183364285,1.73472633020321,2.7190365647741,0.373125627926444,0.371946737486391,"TSS_more_sig"
-1,"cent vs mage","29",3.97826359531198e-09,0.032399417800353,8.40030644438987,1.48946279375529,-1.75266215758977,-0.775267540844651,0.253085288951647,0.253709432777988,"CLR_more_sig"
-1,"cent vs mage","31",9.16743970766033e-06,0.0135015010014736,5.03775193762223,1.86961794702941,-2.85296242164186,-1.88142276676189,0.570041498145908,0.570180411389818,"CLR_more_sig"
-1,"cent vs mage","33",6.89737761637935e-09,0.0015243996779971,8.16131599668461,2.81690115163701,-2.6032159975161,-1.59263083141929,0.391774785894201,0.390119126454191,"CLR_more_sig"
-1,"cent vs mage","35",3.30442120756318e-09,0.0155621143126417,8.48090459922659,1.80793139886731,-1.93711240374507,-0.943152490027004,0.281741010326,0.281629571816315,"CLR_more_sig"
-1,"cent vs mage","38",2.60253635930843e-08,0.0232187177930012,7.58460319436816,1.63416176697469,-1.89284464616572,-0.909700760323463,0.291417597761451,0.291166489217098,"CLR_more_sig"
-1,"cent vs mage","39",5.55538234505888e-05,7.61594334798796e-11,4.25528604569972,10.1182762951577,2.25339944728633,3.23053876341905,0.416227060612662,0.418038247291733,"TSS_more_sig"
-1,"cent vs mage","42",0.000233897258749628,5.28264127638647e-10,3.630974868045,9.27714887956015,2.06977833129674,3.0768317111075,0.409544192703208,0.412321037394271,"TSS_more_sig"
-1,"cent vs mage","51",8.24469422431764e-12,7.79860624376372e-06,11.0838254466482,5.1079830068901,-3.13640478004861,-2.16155658036333,0.391393764037952,0.390354596283613,"CLR_more_sig"
-1,"cent vs mage","53",3.90137336110491e-09,0.000304789977608685,8.40878248575369,3.51599931797813,-3.01517850301001,-2.06580448720307,0.4405683436004,0.453720403990925,"CLR_more_sig"
-1,"cent vs mage","56",0.00411503731129799,3.49129254728273e-06,2.38562622265891,5.45701375864861,1.63533644194138,2.63714361615446,0.379067186124496,0.377116839569766,"TSS_more_sig"
-1,"cent vs mage","57",2.18757649518251e-10,5.76740932862044e-05,9.66003675162917,4.23901922444265,-3.35412043733401,-2.33711782456357,0.454417247583978,0.454356608325359,"CLR_more_sig"
-1,"cent vs mage","58",9.13134893185537e-09,0.00341797672584871,8.03946506141555,2.46623089886218,-2.31260458564748,-1.29840121100667,0.344613645227227,0.339626225174423,"CLR_more_sig"
-1,"cent vs mage","63",7.11352644293703e-08,0.0100127194744731,7.14791504975817,1.99944795125648,-2.2684502117947,-1.25505823913354,0.362174602444602,0.35800292126648,"CLR_more_sig"
-1,"cent vs mage","68",5.84968201162813e-09,0.00217275239183619,8.2328677414988,2.66298976331885,-2.46372063094077,-1.46432900238073,0.351460263157909,0.349868584130303,"CLR_more_sig"
-1,"cent vs mage","72",8.41598897150782e-10,0.000266331588213039,9.07489484229875,3.57457732108251,-2.77388740070867,-1.75465906254419,0.387634438616668,0.380321338214776,"CLR_more_sig"
-1,"cent vs mage","75",2.57253959816421e-07,0.012270985895782,6.58963793157744,1.91112054306786,-2.34796200806613,-1.35356072749245,0.401451902152564,0.399828511107969,"CLR_more_sig"
-1,"cent vs mage","77",1.35352624511789e-07,0.0296358697981276,6.86853331876354,1.52818232190957,-1.85305648705905,-0.867731281852312,0.291375953233336,0.288821655492954,"CLR_more_sig"
-1,"cent vs mage","83",3.06867776273149e-05,0.045303001260726,4.51304871378879,1.34387302562964,-2.3062463355158,-1.32294171132422,0.488866569244727,0.481585351364117,"CLR_more_sig"
-1,"cent vs mage","84",5.26650269052624e-06,0.0233442690648445,5.27847768960858,1.63181971976592,-2.51640221640932,-1.50316561036588,0.488921072412331,0.48397971649481,"CLR_more_sig"
-1,"cent vs mage","90",0.0477287441343456,4.97667084992348e-09,1.32121999288495,8.30306108193812,1.02061772190828,1.99070103385093,0.285177391599714,0.279412425609035,"TSS_more_sig"
-1,"cent vs mage","100",1.21478796008344e-09,2.14086402225658e-05,8.91549952107978,4.6694109161988,-4.02393044890926,-3.06474954939292,0.570916459233336,0.571628875551954,"CLR_more_sig"
-1,"cent vs mage","103",1.68808687209039e-08,0.000832703546004292,7.77260520753341,3.07950958592797,-2.88119233927221,-1.88834938639731,0.442280329480089,0.448245736681285,"CLR_more_sig"
-1,"cent vs mage","106",0.00990144100615177,5.68154815613883e-09,2.00430159575816,8.24553330794121,1.38858314974311,2.36946673447387,0.332362919373401,0.336137872078729,"TSS_more_sig"
-1,"cent vs mage","107",2.59487320560335e-05,0.0284940525534486,4.58588385841365,1.54524577903582,-2.60781008090344,-1.6423234771161,0.515485383574679,0.520991376190151,"CLR_more_sig"
-1,"cent vs mage","110",5.52330638677228e-06,0.0143354123715202,5.25780086508813,1.84358980965159,-2.47710140626849,-1.57749014320862,0.45967837384223,0.472439038814212,"CLR_more_sig"
-1,"cent vs mage","111",1.58404450415422e-08,0.00601779143072163,7.80023262095544,2.22056286844977,-2.36520005483717,-1.33527184320053,0.366783500380709,0.363480041360169,"CLR_more_sig"
-1,"cent vs mage","114",8.61193832296041e-16,1.32404325714354e-10,15.0648990891706,9.8780978260505,-4.99877541578308,-3.94080908801648,0.493663582700626,0.481680008907657,"CLR_more_sig"
-1,"cent vs mage","115",5.13781258582006e-05,0.0472808508694928,4.2892217417257,1.32531471646266,-2.28000409705607,-1.37627467667909,0.484401161870287,0.490555145491415,"CLR_more_sig"
-1,"cent vs mage","116",1.35554593262851e-05,0.0408900545475329,4.86788576178019,1.38838231009431,-2.60756657057294,-1.58349271236469,0.48736356629112,0.478875165363167,"CLR_more_sig"
-1,"cent vs mage","124",5.93581939497769e-09,0.000254230312886484,8.22651932150225,3.59477266804456,-2.96303629927053,-2.01003988737856,0.423257971948346,0.421972673411363,"CLR_more_sig"
-1,"cent vs mage","129",7.34337547531065e-05,0.0400397102032963,4.13410426524356,1.39750907448854,-2.39659453514089,-1.52097988703871,0.517462228471676,0.525463656859092,"CLR_more_sig"
-1,"cent vs mage","132",0,1.80850704782169e-14,16.0648990891706,13.7426797944367,-5.61011943471328,-4.69398560435467,0.478940139121497,0.485377472112993,"CLR_more_sig"
-1,"cent vs mage","133",1.36851344931901e-05,0.0266741563399249,4.86375093012355,1.57390930771266,-2.30473226689737,-1.38406393358878,0.451552472336072,0.455244404932559,"CLR_more_sig"
-1,"cent vs mage","142",0.00848127156021208,2.16755784882601e-05,2.07153903097623,4.66402930303714,2.26080534147791,3.28372041703216,0.538873709568995,0.52761070541182,"TSS_more_sig"
-1,"cent vs mage","143",0,7.48617959399851e-12,16.0648990891706,11.1257397583401,-5.21697622349334,-4.1639600032688,0.455888684831497,0.452103369174803,"CLR_more_sig"
-1,"cent vs mage","145",1.52571694477827e-07,0.00112161913812236,6.81652603041997,2.95015458897261,-3.07681886608729,-2.10920129834121,0.503608632912308,0.506151458451367,"CLR_more_sig"
-1,"cent vs mage","146",6.43234147620834e-11,1.27142853459869e-05,10.1916309080879,4.89570804594969,-3.29125976614975,-2.31036704263812,0.420057169505213,0.422580019804995,"CLR_more_sig"
-1,"cent vs mage","147",4.22702058424108e-07,0.00684185353894228,6.37396563729032,2.16482622683467,-3.19910179769333,-1.9932788763024,0.518121169831722,0.516958993136253,"CLR_more_sig"
-1,"cent vs mage","148",2.46626892409037e-11,2.6981722960748e-06,10.6079595693134,5.56893032121512,-3.95562469329655,-3.09387739979078,0.496003241391443,0.509306960845511,"CLR_more_sig"
-1,"cent vs mage","152",1.19473772636155e-05,0.0204005518541216,4.92272742232701,1.69035808434086,-2.76399115224498,-1.72730085370714,0.52252305500749,0.515236092172045,"CLR_more_sig"
-1,"cent vs mage","156",5.67607600833153e-08,0.000963260115146323,7.24595179753839,3.01625642178637,-2.76532736311034,-1.79159146848447,0.432187105840812,0.422768722995669,"CLR_more_sig"
-1,"cent vs mage","157",2.55328790047508e-05,0.0162539581550781,4.59290021279535,1.78904086264902,-2.7242547534765,-1.87718664416083,0.504260922271583,0.514206890767208,"CLR_more_sig"
-1,"cent vs mage","167",1.35028200005269e-05,0.0225056975253989,4.86957552167008,1.64770752230616,-2.56356606542944,-1.55642532069696,0.498404713225076,0.491340840796567,"CLR_more_sig"
-1,"cent vs mage","168",0.00515720240751602,1.54856155102293e-07,2.28758582326805,6.81007152796405,2.15556230423207,3.26374952323033,0.448382231637235,0.442025061612167,"TSS_more_sig"
-1,"cent vs mage","169",6.95358640894182e-13,1.08394875594297e-06,12.1577911442044,5.96499124873605,-3.76690834597442,-2.71424517953222,0.44015689863493,0.434742038196079,"CLR_more_sig"
-1,"cent vs mage","173",4.97942369310459e-07,0.00101661257859667,6.30282091856314,2.99284452105341,-3.30549548797208,-2.36925408706295,0.501278271367085,0.513142890004519,"CLR_more_sig"
-1,"cent vs mage","175",5.81178023479147e-06,0.0133377274191024,5.23569081636677,1.87491816243014,-2.56684116838474,-1.65706859478421,0.477048672517075,0.484865373187847,"CLR_more_sig"
-1,"cent vs mage","179",3.68569772605643e-05,0.0303535867676889,4.4334802853103,1.51778998263231,-2.53147944971313,-1.59997226346334,0.525555709928528,0.519453648462519,"CLR_more_sig"
-1,"cent vs mage","185",1.06087375398297e-05,0.0169270955694888,4.97433629490238,1.77141755378442,-2.66778665934185,-1.69010381260823,0.494658514663419,0.502486604130976,"CLR_more_sig"
-1,"cent vs mage","186",3.02738779859561e-06,0.0129331769332721,5.51893194376006,1.88829478098841,-3.02151553003816,-2.04748793118196,0.533051157049031,0.540168859377974,"CLR_more_sig"
-1,"cent vs mage","189",1.4199884219807e-05,0.0310724000971753,4.84771519666652,1.50762519963522,-2.548090503453,-1.48288871123566,0.46786712261049,0.453378515604348,"CLR_more_sig"
-1,"cent vs mage","191",3.62324296240363e-08,0.000366041979362427,7.4409025426717,3.43646910487885,-3.33776174126378,-2.3819958191358,0.455187510064682,0.471156033152104,"CLR_more_sig"
-1,"cent vs mage","192",1.63442829935982e-06,0.0187102327823834,5.78663412670514,1.72792080921428,-2.63033234444232,-1.56752951048415,0.452647927729248,0.452928768188516,"CLR_more_sig"
-1,"cent vs mage","194",8.09646445028007e-08,0.000447474856485093,7.09170458666927,3.34923136257502,-3.1427734817731,-2.19531529067457,0.486301674189682,0.481606703929754,"CLR_more_sig"
-1,"cent vs mage","199",4.23897595264367e-06,0.00330744652690713,5.37273904714109,2.48050716853332,-2.93417245357493,-2.06539980171989,0.484057965541317,0.495952134861208,"CLR_more_sig"
-1,"cent vs mage","200",2.99662807892317e-06,0.0114611967642515,5.5233671553842,1.94077003149831,-2.69434072992835,-1.68592756989595,0.494623247965201,0.482772365504764,"CLR_more_sig"
-1,"cent vs mage","210",0,1.03343259875525e-14,16.0648990891706,13.985717843123,-5.59414916961501,-4.7420899339931,0.444515956346972,0.473302876606353,"CLR_more_sig"
-1,"cent vs mage","219",0,2.88944063781258e-12,16.0648990891706,11.5391862234801,-5.23718847075066,-4.23599483101587,0.463345221675753,0.463389633045219,"CLR_more_sig"
-1,"cent vs mage","242",2.23741638505199e-08,0.00107886476115276,7.65025318581722,2.96703299198637,-2.95622086566729,-1.93766475985472,0.447881725564545,0.433524154392017,"CLR_more_sig"
-1,"cent vs mage","247",7.79176183340369e-05,0.0361078845840668,4.10836433077258,1.44239795439727,-2.50782151519439,-1.45907522409117,0.482272837661552,0.470722153389777,"CLR_more_sig"
-1,"cent vs mage","255",9.90909643331171e-08,0.00159539070298507,7.00396594510276,2.79713294309465,-3.3374720460925,-2.23924545962109,0.522786626314468,0.519105560182136,"CLR_more_sig"
-1,"cent vs mage","262",5.58289411119663e-06,0.0259639314992607,5.25314060918326,1.58562954534019,-2.62380097212737,-1.58841199123265,0.456205532475236,0.451601256227503,"CLR_more_sig"
-1,"cent vs mage","269",1.79210792101377e-11,6.48817576878881e-05,10.7466358406061,4.1878773933251,-2.75793950012237,-1.80200748862057,0.345617507254806,0.351243644531925,"CLR_more_sig"
-1,"cent vs mage","274",3.4440244787079e-07,0.000387923634140624,6.46293377042106,3.41125376032214,-3.33142873007837,-2.34661245865234,0.506401305260428,0.501095949121299,"CLR_more_sig"
-1,"cent vs mage","275",1.17361085443726e-06,0.0237251350639349,5.93047588246368,1.6247913065148,-2.25961928984204,-1.27019642561845,0.407126483490314,0.408000272933623,"CLR_more_sig"
-1,"cent vs mage","283",5.00965479317332e-05,0.0379089998960787,4.30019219959887,1.42125767284984,-2.33761422337798,-1.49122397675115,0.445599595080518,0.442316097532122,"CLR_more_sig"
-1,"cent vs mage","287",1.02314078396599e-09,9.52931402935907e-05,8.99006460334274,4.02093836106016,-3.26320212536794,-2.28912022150033,0.447920295303026,0.452804383139473,"CLR_more_sig"
-1,"cent vs mage","289",1.39404153274931e-09,3.78803575585706e-05,8.85572428708798,4.42158593027644,-3.75928002235669,-2.8102685929106,0.489949175432244,0.489342024527962,"CLR_more_sig"
-1,"cent vs mage","290",1.951080627148e-05,0.0260629745402664,4.70972478329541,1.58397602021577,-2.63746265194924,-1.59225040477345,0.517137004969868,0.513767867981537,"CLR_more_sig"
-1,"cent vs mage","293",9.71857215645664e-07,0.00500758201849606,6.01239753652663,2.30037192872664,-2.98098006980885,-1.92343690355808,0.46532927199404,0.467167235367286,"CLR_more_sig"
-1,"cent vs mage","294",0.0222113339574118,1.60204969755994e-05,1.65342535802306,4.79532401569169,1.64567331590332,2.5170891898315,0.386694101533299,0.378533458889285,"TSS_more_sig"
-1,"cent vs mage","298",3.49694875302029e-06,0.00583769752613625,5.45631073212987,2.23375841125501,-2.90231684167303,-1.93772231494481,0.494259768615691,0.504621284572342,"CLR_more_sig"
-1,"cent vs mage","301",2.85484772293574e-05,0.0430771611528815,4.54441705198992,1.36575292506446,-2.65017096590153,-1.54426724328478,0.513291202579329,0.500509178639654,"CLR_more_sig"
-1,"cent vs mage","310",8.42403862943815e-07,0.0042762075445245,6.07447965030864,2.3689412245918,-2.77999759286293,-1.79689188729858,0.456514800422875,0.452863607206824,"CLR_more_sig"
-1,"cent vs mage","328",5.10989260611037e-07,0.0024883074481887,6.29158822727503,2.60409596047534,-2.92469520310635,-1.92827402668727,0.462536577917713,0.479360357784549,"CLR_more_sig"
-1,"cent vs mage","336",2.15126304984291e-05,0.0349442065035193,4.66730648216929,1.45662481683147,-2.45810333662646,-1.50426879464164,0.435024061609231,0.438087736601256,"CLR_more_sig"
-1,"cent vs mage","337",7.27040884831661e-07,0.0124080602942802,6.13844116609073,1.9062961048294,-2.9876614089256,-1.97533422352664,0.479435561487342,0.471115956952678,"CLR_more_sig"
-1,"cent vs mage","339",6.6607993590597e-06,0.0111637583420136,5.1764736482476,1.95218957310296,-2.83251423826808,-1.89032716740668,0.458062025781305,0.455169140894915,"CLR_more_sig"
-1,"cent vs mage","353",0,8.98310730013757e-09,16.0648990891706,8.04657341278926,-4.61721732464234,-3.44366208706455,0.455082415607142,0.446464237865647,"CLR_more_sig"
-1,"cent vs mage","362",7.63165146300545e-08,0.00185513245339586,7.11738147205002,2.73162507703258,-2.73744577053361,-1.78247244176668,0.430036818526498,0.427639968726346,"CLR_more_sig"
-1,"cent vs mage","363",1.16537720259103e-09,0.00018249219195566,8.93353348194328,3.73875571237525,-3.37378762747753,-2.2559242850276,0.442814791293421,0.43933998926195,"CLR_more_sig"
-1,"cent vs mage","365",0.000172318144809426,0.0397956363782402,3.76366898966916,1.40016454603553,-2.18992142803347,-1.44022478107621,0.448378303078826,0.463882981894134,"CLR_more_sig"
-1,"cent vs mage","372",1.95360050042258e-08,0.00042790659563036,7.70916424215291,3.36865101937306,-3.3479949227078,-2.44401705231123,0.475802376662554,0.479061429286544,"CLR_more_sig"
-1,"cent vs mage","373",0.00135024346653301,0.0486472856258813,2.86958791547652,1.31294138706241,-2.50415923141193,-1.5222497463964,0.461645844038157,0.451861066198189,"CLR_more_sig"
-1,"cent vs mage","381",4.29377731231651e-07,0.00156041273110372,6.36716048308095,2.80676051502165,-3.1790887338614,-2.13590945110981,0.511665343759204,0.506327837472281,"CLR_more_sig"
-1,"cent vs mage","387",3.89372839533528e-05,0.0163089242257575,4.40963434570788,1.78757468508025,-2.67009251398417,-1.70861007642887,0.445675023666386,0.439605162565884,"CLR_more_sig"
-1,"cent vs mage","400",7.97483367721434e-07,0.00325347643769619,6.09827836580323,2.48765233416313,-2.78152307803811,-1.90789450920713,0.423295629197523,0.435250807306115,"CLR_more_sig"
-1,"cent vs mage","401",2.21386959750672e-08,0.000278460603899311,7.65484796374237,3.55523623933906,-3.23777715764217,-2.36452628190696,0.437037644861826,0.439043096367394,"CLR_more_sig"
-1,"cent vs mage","404",1.42783433587803e-05,0.0216045229230902,4.84532217854561,1.6654553194549,-2.71496638992333,-1.6989529924162,0.477295579571087,0.47171934976466,"CLR_more_sig"
-1,"cent vs mage","409",1.36721153344029e-07,0.0011750571060956,6.86416428667677,2.92994102678837,-3.1352969136739,-2.08663018635192,0.474737020189992,0.479864652576099,"CLR_more_sig"
-1,"cent vs mage","413",2.18952463828289e-05,0.0318062909627214,4.6596501634154,1.49748697246261,-2.50010021977192,-1.63130542668645,0.437481099611326,0.450520186627339,"CLR_more_sig"
-1,"cent vs mage","423",5.10754272527302e-07,0.008817420515835,6.29178799174932,2.05465844656717,-2.69413989774207,-1.6651004739533,0.431719788138868,0.43676355381484,"CLR_more_sig"
-1,"cent vs mage","431",2.84021103187105e-08,0.00164491014130287,7.54664939003319,2.7838578218491,-3.00293006323854,-1.97226962962618,0.438562396649867,0.438873957284366,"CLR_more_sig"
