"constant","comparison","n_all3","n_coeff_side_clr","coeff_clr_slope","coeff_clr_int","coeff_clr_r2","n_clr_side_coeff","clr_coeff_slope","clr_coeff_int","clr_coeff_r2","n_coeff_side_tss","coeff_tss_slope","coeff_tss_int","coeff_tss_r2","n_tss_side_coeff","tss_coeff_slope","tss_coeff_int","tss_coeff_r2"
-1,"cent vs mage",82,67,0.716836264669204,-2.74926014877679,0.862744704809535,15,1.39677882175491,5.13511092599766,0.550193656984874,67,0.81819444865463,-2.56360648874445,0.881764748192512,15,1.03482688891702,5.10240001695872,0.597796892933993
-1,"eld vs kin",119,88,0.335060842780178,0.601219345883675,0.692717561301654,30,1.13107822744659,5.63640599773236,0.899138252846309,88,0.341528656468263,0.949784895718456,0.75263644874364,30,1.16447417252301,4.36221318340991,0.94553144721613
-0.9,"cent vs mage",71,55,0.659121198799891,-2.22269131082787,0.870495218518495,16,1.39181437252011,5.01051021910587,0.556227959158166,55,0.750606832996077,-2.52364903613957,0.865153101197927,16,1.35423810211224,4.58286353576852,0.615392306853838
-0.9,"eld vs kin",132,93,0.402348796207464,0.577376050907005,0.754944081404674,38,1.01377514065812,4.86475691738822,0.908237231377535,93,0.441237797600687,0.325262072679877,0.798932077905699,38,1.09082804763594,4.016320516205,0.930115539302571
-0.8,"cent vs mage",76,59,0.727083810234063,-2.77561878572612,0.859805743243174,17,1.46922015663658,6.23105146717286,0.42947642807067,59,0.842988950974094,-2.61863213962957,0.884366524764547,17,1.44061835894266,3.93802363222483,0.488741684674612
-0.8,"eld vs kin",134,94,0.510203351556364,0.642797333976845,0.8013857490283,39,1.08213281875005,4.47398696705036,0.892401379754647,95,0.409439296538534,0.498321365385385,0.8057448407744,39,1.10637881599085,2.98062522283231,0.965991113394532
-0.7,"cent vs mage",87,57,0.645095008235976,-1.68633675796159,0.914994923480709,30,1.29659975242625,6.16970627003774,0.432425963302001,57,0.792849271562542,-2.02018014718456,0.935206908531665,30,1.1878155046355,3.08422373758213,0.643928784217512
-0.7,"eld vs kin",143,82,0.501029509609229,0.396155137074639,0.746260238022503,60,1.09446354740744,2.21603331149447,0.970397980262161,83,0.465859274935246,0.669904620638624,0.803900882470017,60,1.04338648537746,2.38452130470119,0.960424083097942
-0.6,"cent vs mage",93,53,0.742537872782106,-2.32001561985341,0.924425358482288,40,1.3265631654577,3.74821237941336,0.781426038140498,52,0.954567014889662,-2.43339358020558,0.952373823842877,41,1.02396980119873,2.31486221798188,0.912451166478512
-0.6,"eld vs kin",132,76,0.545367394495225,0.151190045029748,0.757827812782436,55,1.08321816091432,2.89168902133052,0.946457496097768,76,0.692468405474162,-0.0609412457277686,0.849388520868333,55,1.11744592429526,2.16580268920721,0.954779971799461
-0.5,"cent vs mage",99,58,0.763149340211671,-2.20794852183667,0.881290464289762,41,1.28870948778659,2.82034906167953,0.780907536962799,59,0.801359715300514,-1.22329253004354,0.910060169857686,40,1.32147887517767,1.83411611852112,0.882978094576405
-0.5,"eld vs kin",148,84,0.540689226647118,0.44427634578385,0.806704687841086,63,1.11144540729502,2.43373368781936,0.948975000378772,87,0.563206493302367,0.191880500449043,0.770466399611079,61,1.12048827934188,1.20166059136131,0.975387104002393
-0.4,"cent vs mage",117,78,0.816548184394301,-1.51708842437815,0.926858815527457,39,1.37165708620958,3.46322396536488,0.699424304522751,77,0.696423831338356,-0.830721246024022,0.916959139263884,40,1.00766830083115,1.73280888495726,0.865397046383788
-0.4,"eld vs kin",167,96,0.9564716872114,-0.751751816168196,0.976989267040087,70,1.09120976490451,0.751587285506755,0.984348864719885,99,0.698920997440198,-0.0083226295352632,0.83368120768899,68,1.07536510053338,0.989773605069779,0.980156186434209
-0.3,"cent vs mage",90,48,0.812695625439104,-2.38922568111403,0.9108527890497,42,1.35174517832262,3.54746616271032,0.732843115059073,48,0.772698030802667,-1.77072129703576,0.921128558213194,42,1.25886206856609,1.84639764568015,0.826481592865299
-0.3,"eld vs kin",148,81,0.883500234307402,-1.09304965488391,0.904751533472327,66,1.02463571883365,0.84085831022879,0.983218698361622,75,0.839891498950619,-0.449487160541791,0.922170150113795,72,1.08388687512427,2.09364310009571,0.961558788774555
-0.2,"cent vs mage",136,64,0.972227656351215,-0.475774328039764,0.966696583792159,72,1.12011448494002,1.4811818025098,0.844272767265443,91,0.972134551168408,-0.604590397184422,0.954625494561007,45,1.00393682116771,0.392900523430987,0.964285288855548
-0.2,"eld vs kin",168,90,0.97377602126605,-0.552770951012806,0.987901035875322,77,1.04131146024179,0.676911056129536,0.989639132359878,95,0.772285171465526,0.237160639064396,0.865620178170298,73,1.02975552174639,0.622733681512907,0.991826932288369
-0.1,"cent vs mage",118,53,0.92160021272359,-0.245965377700258,0.975310880720231,65,1.20737687021439,1.78326474851203,0.800030255737627,8,0.829040362772816,0.176234371991952,0.905291047546335,110,1.07101793301041,0.77050999343519,0.955380675575737
-0.1,"eld vs kin",172,107,0.867277177927642,-0.194001808221924,0.962794644918842,64,1.04999817790597,0.19579530037843,0.994599095747136,100,0.978439868463589,-0.253132502760339,0.996734757720614,71,1.05466422046414,0.143630671850607,0.987561182459328
0,"cent vs mage",137,60,0.949986950615308,-0.366190664515565,0.978694515217359,77,1.15022064540863,1.0028893762768,0.916764923867458,32,0.96118835124086,-0.159725198149826,0.97733144521122,105,1.00053332029493,0.45608578593498,0.973096547404759
0,"eld vs kin",162,111,0.948155056488822,-0.346166561404331,0.987702711903773,50,1.0232467263055,0.493936338545218,0.991416018847177,87,0.89422402740894,-0.240333558362728,0.988157079001195,74,1.04533900503988,0.405664093710073,0.987639931769372
0.1,"cent vs mage",137,88,0.919829399668899,-0.338599110948121,0.964715025077792,49,1.00381214623235,0.557678709060263,0.970277436332674,97,0.945116731244637,-0.2556155569449,0.980827297897185,40,1.00265341614855,0.483572741063149,0.976001806941562
0.1,"eld vs kin",161,36,0.931488890265905,-0.234889961179074,0.993333704455035,125,1.13792851240811,0.16694997766748,0.911190262718919,97,0.934565652356255,-0.330546933517271,0.985646016536652,64,1.07070921047183,0.225561494931502,0.987576518390062
0.2,"cent vs mage",141,49,0.980193571581339,-0.239968705536511,0.9950481089121,92,1.04546143009132,0.444502063190487,0.961463635147719,100,0.77846685513716,-0.0267470951571202,0.905748735073441,41,1.03272382592653,0.301809589616562,0.970494545697104
0.2,"eld vs kin",163,49,0.920307373156343,-0.12032558885161,0.992067133940426,114,1.08196922257351,0.396634593882017,0.98180155006848,109,0.947645801975256,-0.271073577613222,0.989747376209031,54,1.05614858198546,0.325662605484415,0.983993851681512
0.3,"cent vs mage",126,53,0.870608131936008,0.0388038109236995,0.974650734844108,73,1.12992369361,0.321584651864726,0.951714890342178,63,0.947422012224854,-0.974915176573973,0.940739182965399,63,1.07766887223006,0.967370463893864,0.965007617573827
0.3,"eld vs kin",159,82,0.869895933925087,-0.551075300962407,0.962423330226524,77,1.10970517696385,0.86223929353335,0.853013550986936,78,0.905954371801284,-0.417914176721076,0.985445680971487,81,1.11664257959947,0.861403733264788,0.854846200429163
0.4,"cent vs mage",117,19,0.952145796167393,-0.168073265711362,0.99037218398005,98,1.24252041248444,0.519185636026416,0.898867415315293,59,0.933330183943413,-0.399245653300441,0.965270804730789,58,1.11950449510921,0.8990273024821,0.933024854241916
0.4,"eld vs kin",152,79,0.928533308330559,-0.902645442688476,0.980489463071906,73,1.21831999888423,1.24414236798785,0.800515940137222,95,0.81635422253722,-0.465548956208716,0.950084745103003,57,1.06680124807425,0.378099581433849,0.989539992767818
0.5,"cent vs mage",118,63,0.846852404451901,-0.465311149597408,0.959588986232878,55,1.10421644898371,0.498265017915017,0.930706114418023,71,0.757451276328244,-0.786563719549142,0.931602948542319,47,1.11970675621941,0.728487136781474,0.950606832518699
0.5,"eld vs kin",151,83,0.829741340894974,-0.625670178858481,0.983560334956917,68,1.56256577717003,-0.55021958066778,0.743849829445013,80,0.888083956149229,-1.02529749646192,0.986410693313038,71,1.41822627152578,0.245125015235026,0.741458423116148
0.6,"cent vs mage",96,62,0.821902721932874,-0.147057996983225,0.935668441875106,34,1.14326775902192,0.552590907369363,0.94172965020944,63,0.426372222872868,-0.254725775666942,0.632341828848751,33,1.16276404258128,1.72138296736333,0.939387774032722
0.6,"eld vs kin",118,77,0.820770817767538,-1.68861764067612,0.935674232667577,41,1.26159148281776,1.18774973747089,0.93585150246133,77,0.792721149900111,-2.21887808021923,0.921687841705059,41,2.00145244974588,0.0963600340633951,0.66815761823189
0.7,"cent vs mage",89,64,0.822613813940945,-0.384463604468296,0.936473583004634,25,1.04759298380383,1.19381524844291,0.900635367406461,68,0.659756982290845,-0.701852203841795,0.871057093945829,21,1.22318663356423,2.20597086090999,0.932006638212905
0.7,"eld vs kin",126,76,0.811672509465619,-1.39323121460459,0.919449012552731,50,1.19252743109176,1.27794962277626,0.773461058232993,77,0.856483669851211,-2.60411646990799,0.924323981940628,49,1.11233396874454,1.39840819632822,0.89078088018847
0.8,"cent vs mage",88,70,0.766822951042176,-0.40336703678045,0.93447274207631,18,1.22739941745004,1.27525142714705,0.894720689588089,71,0.59062820285931,-0.595780088628046,0.83732237534141,17,1.26757518065413,1.3919307554627,0.934118307253448
0.8,"eld vs kin",122,81,0.832737293542056,-1.87007855633543,0.925827009392346,41,1.28380658107775,0.978133629563909,0.934565833754698,81,0.833060918416609,-2.57698982015582,0.919242620467928,41,2.1208130440853,-0.620831477693049,0.686905144257284
0.9,"cent vs mage",77,66,0.402723682345233,0.855742720130326,0.655303381867375,11,1.2318001840318,1.89691569655626,0.964812184720047,66,0.290584436677379,0.096913048440551,0.517887512874719,11,1.15135494590033,2.88578664340602,0.930928278352437
0.9,"eld vs kin",106,76,0.829987636106438,-0.992971888978954,0.973966138949713,30,1.7417250557327,1.9127536693078,0.475019658122486,78,0.771884009583114,-2.01366860283273,0.942204117015363,28,1.28660716918541,2.2152105591073,0.893098201483553
1,"cent vs mage",82,69,0.625993131716888,-0.0369877888017142,0.861983606671717,13,1.30196517354328,1.15372675844095,0.911067375458691,69,0.384294080579079,0.0145984826559524,0.64411232079404,13,1.38351182509338,3.40256152354614,0.917702075870895
1,"eld vs kin",103,79,0.797197620011822,-1.83758326510196,0.936851493285851,24,2.83011858992008,0.173250731856682,0.655423077589758,79,0.777277684752518,-2.44081579919663,0.906642240043281,24,2.87416421167596,0.284062432196073,0.676904725377014
