"constant","comparison","robustness","n_all3","n_coeff_only","n_clr_only","n_tss_only","n_none","median_log_coeff","median_log_clr","median_log_tss","median_es_coeff","median_es_clr","median_es_tss","cor_coeff_clr","cor_coeff_tss","cor_clr_tss","mae_coeff_clr","mae_coeff_tss","mae_clr_tss"
0.6,"cent vs mage",0.401673640167364,96,72,20,51,878,0.170535476770375,0.152986377215002,0.299848796223946,0.458646500995028,0.445091817626368,0.62673110719646,0.974973700333528,0.727277211320765,0.839230468461278,0.278441024474968,0.806609968384568,0.566383762313742
0.6,"eld vs kin",0.468253968253968,118,70,38,26,865,0.366694936332773,0.13774049287636,0.149478787353865,0.769773359449423,0.44213130960389,0.454912166363324,0.93555686479257,0.847428367531707,0.956549532891006,0.692590272233066,0.879735332625711,0.230035222928113
0.7,"cent vs mage",0.406392694063927,89,55,41,34,898,0.177948407610376,0.162962013310428,0.247948111768774,0.456073596580435,0.455713766578464,0.561363606126515,0.964507563838441,0.83925517064222,0.937066807132216,0.326305497587138,0.641900887883638,0.353281024735941
0.7,"eld vs kin",0.494117647058824,126,76,30,23,862,0.378234698713639,0.148593365900719,0.153399380797431,0.762871712521963,0.453247918983745,0.446699706261135,0.915871943342155,0.915727167174711,0.971315434538856,0.661064636632127,0.811467591644943,0.24376450569372
0.8,"cent vs mage",0.377682403433476,88,77,46,22,884,0.295873040808214,0.160434658124239,0.228473528956885,0.58684509222478,0.472133644701954,0.531943818027972,0.934632165513887,0.831632776634985,0.962964027981914,0.561391442144184,0.782857847886116,0.29085645378321
0.8,"eld vs kin",0.443636363636364,122,91,42,20,842,0.445419442607349,0.134538630728427,0.139031751498888,0.846919824575562,0.437505240886153,0.445777800028754,0.935749109831419,0.861590348921811,0.961080372227957,0.79437474574851,0.969157777101334,0.223629009106953
0.9,"cent vs mage",0.274021352313167,77,133,38,33,836,0.387744329197276,0.164035622228042,0.276037996907067,0.700425788084003,0.446765152199857,0.580333255059162,0.875117441545003,0.668702936099808,0.927436997040183,0.922416927797145,1.1993117497081,0.380470616308078
0.9,"eld vs kin",0.395522388059701,106,92,69,1,849,0.486332942364482,0.119642826756369,0.147327355877615,0.936350067724064,0.438646110001381,0.438566057467201,0.889232726065327,0.904271564474007,0.9647981570846,0.864137661601675,0.931991287433079,0.279617205651885
1,"cent vs mage",0.269736842105263,82,119,34,69,813,0.356966851533523,0.160748944332125,0.262081196467751,0.651051568294099,0.433578224790332,0.580372535375704,0.935240693226765,0.671465035667174,0.875086918556474,0.756139099776679,1.20440033680816,0.532648071352487
1,"eld vs kin",0.330128205128205,103,119,79,11,805,0.621674656603654,0.125740972888734,0.12991178938182,1.03468572228428,0.444057727244899,0.457277195666887,0.833444373710148,0.790616639407626,0.990527619171611,1.12088830748074,1.22859515243356,0.162780363379876
