"constant","comparison","robustness","n_all3","n_coeff_only","n_clr_only","n_tss_only","n_none","median_log_coeff","median_log_clr","median_log_tss","median_es_coeff","median_es_clr","median_es_tss","cor_coeff_clr","cor_coeff_tss","cor_clr_tss","mae_coeff_clr","mae_coeff_tss","mae_clr_tss"
0.5,"cent vs mage",0.553191489361702,104,37,38,9,929,0.152240804191834,0.159870183846599,0.249741274081676,0.44088136095921,0.448728037350584,0.555938066300127,0.971174307469874,0.907662932973933,0.96165515110503,0.229203062215852,0.475844685035074,0.28906799237087
0.5,"eld vs kin",0.704545454545455,155,35,23,7,897,0.210833569066687,0.130814404638489,0.116923591101378,0.564127399354479,0.432210988947238,0.440395113266023,0.97764750155942,0.975499005411899,0.993119751715421,0.364790490202153,0.397923375685962,0.124240219943252
0.6,"cent vs mage",0.432773109243697,103,62,32,41,879,0.159773045894896,0.158441074818222,0.294516367937923,0.435978931456334,0.466031712560261,0.615672772579539,0.965768903153442,0.795791543449365,0.91030790650675,0.337725441919619,0.763027208685159,0.467240180618988
0.6,"eld vs kin",0.582978723404255,137,56,36,6,882,0.300367937921774,0.132078521091483,0.134920643011665,0.668899633880244,0.445115492880537,0.437772333822256,0.943613886517967,0.924798174167466,0.992937958660162,0.525510090591441,0.612806342073625,0.146841052996985
0.7,"cent vs mage",0.401785714285714,90,66,40,28,893,0.239210734104725,0.146768279805834,0.225822536256295,0.540529779120562,0.449034119655454,0.548339257578164,0.96220999172238,0.823674757111483,0.92761343208875,0.361354606625552,0.719868451679649,0.416302560705066
0.7,"eld vs kin",0.51271186440678,121,68,40,7,881,0.350536659096509,0.139988205577895,0.133579414005588,0.743217708367445,0.449592043671132,0.439921434860213,0.955794647139094,0.874160681648048,0.946943924308968,0.625153658558286,0.73801817597593,0.184277443897514
0.8,"cent vs mage",0.353711790393013,81,67,45,36,888,0.256068147520171,0.154030246197432,0.23024799002597,0.541451968777335,0.449091898353277,0.538022613469321,0.933710753989339,0.763910491739283,0.927008346298289,0.486402081903631,0.777189687477029,0.345715748769355
0.8,"eld vs kin",0.401384083044983,116,103,57,13,828,0.528299518273334,0.126630479182034,0.124758284690156,0.933018719307451,0.427338504508389,0.448772287859828,0.90066592149525,0.859381813624057,0.991141480038922,0.896535331885382,1.01736530306498,0.160103693897207
0.9,"cent vs mage",0.338181818181818,93,105,30,47,842,0.348456886356775,0.172328677854284,0.213062691641185,0.646366911360496,0.458384715763765,0.532118576002465,0.932282104215068,0.804512098705589,0.943672049221137,0.736527504145089,0.988986804526257,0.302014882421584
0.9,"eld vs kin",0.376237623762376,114,120,66,3,814,0.597379502238832,0.143915092927791,0.126167009359937,0.991151767413964,0.442639881258752,0.432360348344053,0.839331847893523,0.894262978366868,0.961938791438188,1.11415291687844,1.0477470601535,0.147903846415624
1,"cent vs mage",0.230994152046784,79,141,57,65,775,0.451693382418233,0.148245165694581,0.324466022383761,0.747734728335611,0.463992637632631,0.635583111543041,0.832057106982811,0.610310746697259,0.922612533129814,1.07239216889513,1.39419475418049,0.457584703172393
1,"eld vs kin",0.375838926174497,112,106,61,19,819,0.582266631913227,0.140260674644975,0.114488475748706,1.03684644857567,0.435064867324446,0.429328171540034,0.878314593542666,0.84540323018366,0.988333429461824,0.965262555237821,1.09135631504023,0.176252235477428
