"constant","comparison","feature","coeff_padj","clr_padj","tss_padj","coeff_log10","clr_log10","tss_log10","coeff_est","clr_est","tss_est","coeff_se","clr_se","tss_se"
-1,"cent vs mage","7",0.0069316138923898,1.05889387155899e-10,2.80409868307419e-09,2.15916563653438,9.97514756520505,8.55220670655401,2.81235492959091,4.08924098949823,3.86637714649752,0.417007960152692,0.420693589563783,0.417183739551108
-1,"cent vs mage","22",0.000199933676561631,0.034146984218182,0.00277503792452336,3.6991140477375,1.46664764616215,2.55673107729854,-2.97111140764912,-1.69115437463017,-1.9090598225495,0.322734854002821,0.326972749920237,0.322319597684898
-1,"cent vs mage","24",0.00403037255567893,1.3055421720499e-10,5.1514983183347e-09,2.3946548071102,9.88420909489217,8.28806643761013,3.12624025380407,4.40917799748378,4.19131840782565,0.489823613552431,0.483344346880745,0.486714973750536
-1,"cent vs mage","51",0.000158867478887197,0.0336010027286848,0.00389388637933068,3.79896499634418,1.47364776210311,2.40961672501671,-3.1489548224763,-1.84860321619732,-2.08472953080546,0.386382733878453,0.362436809876184,0.385401785548188
-1,"cent vs mage","57",0.000424692484382061,0.0328559012839884,0.00939543694543298,3.37192542448208,1.48338661499624,2.02708301773719,-3.3082671048614,-2.08312050359648,-2.28826467917846,0.455777489092994,0.42493953747909,0.456690087392608
-1,"cent vs mage","100",0.000224097828774247,0.0211902571451177,0.00173076024107702,3.64956235121118,1.67386377306608,2.76176308994615,-4.04101023754143,-2.73659273156375,-2.96605617385175,0.562976126009195,0.555222585134534,0.576544354015424
-1,"cent vs mage","114",2.50559762725069e-09,1.08261816488572e-06,1.65349389946536e-08,8.60108867088988,5.96552469030292,7.78159740306865,-4.96752306080421,-3.76726508130379,-3.98442465358079,0.485657565878623,0.458233380212355,0.49551952858574
-1,"cent vs mage","132",3.10029779626575e-15,2.59802500924648e-10,7.7522946395625e-12,14.5085965884034,9.58535667261424,11.1105697295197,-5.67167787896095,-4.39024774373817,-4.60371077751321,0.48070222781965,0.477930302164786,0.495273085503652
-1,"cent vs mage","143",0,2.85463187821763e-09,5.884924747248e-10,15.5085965884034,8.54444988866739,9.23025908627235,-5.17229811741585,-3.98774314495491,-4.10074341406245,0.452602795058576,0.44877383870176,0.443906098390461
-1,"cent vs mage","146",0.000773040374035689,0.0336940230989391,0.00424842572049985,3.11179782333521,1.47244713074176,2.3717719705518,-3.25666330779989,-2.00631837156578,-2.26889845890282,0.422839602653262,0.388541026304048,0.426020719720839
-1,"cent vs mage","148",2.97355764717235e-06,0.00152865454874075,0.000110260426430336,5.52672363758974,2.81569064704437,3.95758033222693,-4.0324958167998,-2.74309399008457,-3.01199191047269,0.508366277003053,0.478236515211361,0.506085124248634
-1,"cent vs mage","169",4.031499781015e-06,0.000657032601825533,0.0016228434094157,5.39453335945485,3.18241308030073,2.78972338387531,-3.70806359353565,-2.44434569177868,-2.68863210999385,0.43450634676113,0.410153941813992,0.438041326964622
-1,"cent vs mage","210",5.16716299377625e-15,4.13512183819861e-11,1.92761015482823e-12,14.286747838787,10.3835116897686,11.7149807944614,-5.71009681665911,-4.32543687463683,-4.54114521674201,0.460800315151769,0.448598247729842,0.450731968856
-1,"cent vs mage","219",7.74493143229638e-12,9.18174460776067e-10,8.51631135982226e-11,11.1109824227992,9.03707479139823,10.0697484689598,-5.10806856535992,-3.93298769981028,-4.11034665865301,0.461172537690307,0.46369189022214,0.457730203190087
-1,"cent vs mage","255",0.000355287672080125,0.0449559690845007,0.0124488322471047,3.44941986158036,1.34721263611424,1.90487138530915,-3.40242624857641,-2.0174075674412,-2.29693769730787,0.5336557052632,0.498616202308161,0.520295200202167
-1,"cent vs mage","287",0.000529603354674481,0.0314155831136899,0.00540449750781816,3.27604927260159,1.50285487480822,2.26724467908839,-3.31639314108255,-2.03319363136038,-2.20895392579778,0.456586439983904,0.415308503361692,0.447607799154208
-1,"cent vs mage","289",4.2914274115618e-05,0.00539025936877672,0.00178480673696594,4.36739822906118,2.26839033690632,2.7484088034248,-3.89375540158336,-2.54034689705143,-2.78578196278357,0.493450110306952,0.472989871097846,0.494426193186742
-1,"cent vs mage","353",3.60925962676899e-10,9.8937604529007e-05,3.58130828036578e-07,9.44258187648369,4.00463860895494,6.44595829314639,-4.51514421589827,-3.21277015215469,-3.53812875497698,0.456585816015227,0.430091784558213,0.449036495169195
-1,"cent vs mage","363",0.00751441985984993,0.0407292096602095,0.00672989380897973,2.12410454287367,1.39009401720445,2.17199178845626,-3.32518213568361,-2.04306208929237,-2.27555480063217,0.445059635626958,0.431368095982717,0.452330583114562
-1,"cent vs mage","372",0.000176454248924154,0.014929764783662,0.0242580986035005,3.75336787959873,1.82594703446937,1.61514324297354,-3.40498294469566,-2.12632572753088,-2.38118467174938,0.489073534354128,0.476488422829603,0.476723590793291
