"constant","median_log_const","median_log_std","mean_log_const","mean_log_std","n_both","n_const_only","n_std_only","robustness","replicate"
-0.8,1.35163506558309,0.115172559991019,2.09447979070572,1.0352254167661,125,464,80,0.212224108658744,3
-0.7,1.14292739297215,0.115099433364417,1.91294329200036,1.02917481077098,125,368,78,0.253549695740365,3
-0.6,1.00242364951107,0.120875347070833,1.73490656354859,1.03150107991469,132,281,74,0.319612590799031,3
-0.5,0.851536076746506,0.106486018582858,1.59099637837021,1.02367549693387,141,235,61,0.375,3
-0.4,0.68556784556619,0.1166229014761,1.45606266796459,1.03749006943446,148,196,59,0.430232558139535,3
-0.3,0.556785051683525,0.126409761806784,1.32468960051856,1.03566575864802,150,154,50,0.493421052631579,3
-0.2,0.4368179440444,0.121757528618713,1.23235753636754,1.03547452351281,156,116,49,0.573529411764706,3
-0.1,0.34204719953117,0.118636580278187,1.13808511395742,1.02827400232895,163,85,38,0.657258064516129,3
0,0.257891773660347,0.11540215302905,1.08546796505662,1.0381685397183,170,60,34,0.739130434782609,3
0.1,0.198926977400512,0.117772066672666,1.03355517528321,1.03749671285805,176,35,29,0.834123222748815,3
0.2,0.138449283133971,0.115172909210283,1.00752034145247,1.01989457233063,190,13,11,0.935960591133005,3
0.3,0.114985566342192,0.104869053065828,1.00447921647903,1.03531232167297,194,1,11,0.994871794871795,3
0.4,0.103247767935436,0.109676058573694,1.03581901129272,1.03910768854051,190,8,14,0.95959595959596,3
0.5,0.1146724569752,0.1186936436988,1.06937107127218,1.03693615214239,182,12,25,0.938144329896907,3
0.6,0.155646590097863,0.116386165732672,1.14558056239296,1.02298119200088,165,39,34,0.808823529411765,3
0.7,0.201096066887068,0.115559364125276,1.23008464032934,1.031446038527,158,45,47,0.778325123152709,3
0.8,0.262064285782812,0.113845082382427,1.33648218496365,1.02456856318662,146,65,56,0.691943127962085,3
0.9,0.35534558538338,0.118283280865178,1.44855249541289,1.03894214252938,138,88,67,0.610619469026549,3
1,0.447012903283445,0.113341511499436,1.58700973008749,1.04032034005758,136,101,70,0.573839662447257,3
-1,1.76642613527581,0.115695740268718,2.50508488499882,1.03550017790125,110,656,95,0.143603133159269,4
-0.9,1.59311999535671,0.118801735159035,2.29539777543115,1.02347208033622,117,582,82,0.167381974248927,4
-0.8,1.34786301795907,0.112742568584219,2.09451999844142,1.03162778292812,127,463,79,0.215254237288136,4
-0.7,1.17047232170495,0.112995113095079,1.91719354850383,1.029646977075,130,372,72,0.258964143426295,4
-0.6,1.00857448715012,0.113576872619591,1.75622725172709,1.03773493577603,136,302,67,0.310502283105023,4
-0.5,0.842927251095907,0.111748519080728,1.5868999494287,1.03528997277328,141,239,61,0.371052631578947,4
