"constant","median_log_coeff","median_log_clr","median_log_tss","mean_log_coeff","mean_log_clr","mean_log_tss","n_all3","n_coeff_only","n_clr_only","n_tss_only","robustness","replicate"
-0.6,0.710245920770236,0.171688772423194,0.268591997139547,0.992481765010832,0.607734303832727,0.552906915097097,46,167,59,0,0.169117647058824,9
-0.5,0.639905151340164,0.203657619925262,0.253995041296196,0.990933783007591,0.602286291114426,0.621926616864614,47,154,44,0,0.191836734693878,9
-0.4,0.423022297717216,0.195388704229863,0.273313257875861,0.709072678483222,0.607915961701154,0.571075208903102,56,84,39,0,0.312849162011173,9
-0.3,0.476243388502454,0.179184705571641,0.281891615413447,0.663607612755549,0.598841996450179,0.686052389732049,64,39,53,3,0.40251572327044,9
-0.2,0.319728477086196,0.192724491144566,0.214771388165332,0.658045998560541,0.564749276024605,0.581567747803461,41,71,45,0,0.261146496815287,9
-0.1,0.352061783622107,0.195971726354691,0.259137877698069,0.749319022544997,0.608342182354302,0.676840853619013,67,78,23,0,0.398809523809524,9
0,0.28028448094185,0.169147156825829,0.238667438893739,0.619773387904719,0.662738536773666,0.69813276063548,74,49,30,4,0.471337579617834,9
0.1,0.235911179989373,0.169489935378691,0.20660276255241,0.607238269937408,0.636296810834367,0.650454902746654,108,4,35,3,0.72,9
0.2,0.176540841637195,0.186109337451794,0.288462591843238,0.600821233657765,0.693730442085452,0.743456635758109,80,8,23,57,0.476190476190476,9
0.3,0.171742191219468,0.199536024917642,0.248380864689437,0.704666900515222,0.546346692682916,0.546373268188571,74,39,0,10,0.601626016260163,9
0.4,0.190899221991888,0.209333311384638,0.26542406582889,0.597622220969324,0.605307400493574,0.554845367495313,73,21,28,4,0.579365079365079,9
0.5,0.166661160062575,0.166570317758603,0.338118154786164,0.578107708034272,0.742062782384975,0.567700630270775,44,52,39,9,0.305555555555556,9
0.6,0.325763676547249,0.177951759524155,0.243202548340072,0.879233965767922,0.642194679850647,0.622266127048057,49,99,16,55,0.223744292237443,9
0.7,0.237440444915079,0.201568302271086,0.265981402742396,0.839887846637027,0.575518596183826,0.514769293728688,61,75,24,7,0.365269461077844,9
0.8,0.30557454627443,0.182100441269963,0.237860365812289,0.968117818700601,0.667085414947541,0.542812562238981,55,90,30,16,0.287958115183246,9
0.9,0.301444810099398,0.206011612536264,0.261604691765529,0.876790217454739,0.590430921659797,0.546640717549624,61,79,5,21,0.367469879518072,9
1,0.361830531706577,0.196364105778032,0.291630956056933,0.800361507685837,0.562487185797288,0.784904564512182,70,73,23,65,0.303030303030303,9
-1,1.36406484283342,0.206635234147579,0.332324870741342,1.87547580730949,0.640269765836363,0.726220519608276,48,566,67,0,0.0704845814977974,10
-0.9,0.899516411757404,0.20271360538985,0.248305016765654,1.13003672248581,0.654364776637339,0.59544216326657,53,151,59,1,0.200757575757576,10
-0.8,0.981468189246547,0.184331923522423,0.338687300809641,1.1322063471964,0.635706778103735,0.677388765443493,27,287,73,0,0.0697674418604651,10
-0.7,0.850146027068886,0.192086704378452,0.233527510177623,1.35606601038767,0.718901641971968,0.535449837236206,34,291,83,0,0.0833333333333333,10
-0.6,0.638443830263786,0.211703005458213,0.308596842568787,1.08989269895085,0.679584203391673,0.6341051903875,72,158,54,0,0.253521126760563,10
-0.5,0.513869026180973,0.191411262916844,0.317039582359028,0.941181900972548,0.580928026406121,0.723168679399761,46,146,55,0,0.186234817813765,10
-0.4,0.459213287486266,0.182768098110176,0.304175136108035,0.853786519590488,0.665358689934656,0.70030794333882,83,89,42,1,0.386046511627907,10
-0.3,0.386379980901909,0.186822785205975,0.337001632683722,0.74107159907721,0.672153434228197,0.568506748480498,55,89,41,0,0.297297297297297,10
-0.2,0.363887425059922,0.209904062130489,0.281883296002784,0.78550297473422,0.468740563368082,0.579952227262353,57,96,26,0,0.318435754189944,10
-0.1,0.269221797331124,0.172980738355092,0.275035378903856,0.539097575287474,0.646227069617221,0.621202305803965,64,29,38,15,0.438356164383562,10
0,0.242586371204475,0.195846073158518,0.227888590838956,0.530114761175882,0.559437811458505,0.617781646843788,95,10,21,10,0.698529411764706,10
0.1,0.251861272857661,0.208275072235248,0.24096368236278,0.638159146066528,0.714644159486846,0.585284630401696,102,14,20,4,0.728571428571429,10
0.2,0.208081906111274,0.181932114453812,0.260697234885261,0.55009169220358,0.656199776695349,0.690666980025799,69,18,26,49,0.425925925925926,10
0.3,0.180937040639107,0.194956819289095,0.298509152584276,0.617132985123119,0.514942841059151,0.642649622736754,63,28,27,29,0.428571428571429,10
0.4,0.19687844390036,0.178662431478346,0.251638399097594,0.52775150493955,0.676175916431817,0.596897530115338,86,5,33,4,0.671875,10
0.5,0.162761972155012,0.210064211483511,0.228072164554025,0.774129189697417,0.555688230328003,0.602245386467452,73,50,0,39,0.450617283950617,10
0.6,0.216566201988872,0.216690438831169,0.300120579027682,0.63271121334524,0.640964030554651,0.760345353186886,74,30,50,32,0.397849462365591,10
0.7,0.264818140525823,0.195459231103249,0.211669010254751,0.771044674463808,0.58252452826089,0.539705292617872,65,49,30,7,0.43046357615894,10
0.8,0.225115735323575,0.169534259327129,0.229081516765289,0.867278056680362,0.634397899000043,0.557242085557649,67,68,36,1,0.38953488372093,10
0.9,0.323898415614356,0.188949721738587,0.250312050989805,0.923297085403706,0.498891079994429,0.587314510592638,51,86,37,28,0.252475247524752,10
1,0.342549742574253,0.180685899798019,0.254365058729449,0.905666580836817,0.651059698708233,0.632447617406777,67,74,10,34,0.362162162162162,10
-1,1.19797356848427,0.203266807575082,0.217978677587719,1.68063589504508,0.622262740293865,0.552725729133442,43,435,64,0,0.0793357933579336,11
-0.9,0.932239132321866,0.191645947465032,0.262296725352485,1.41244865328007,0.590514697197695,0.530334263537643,43,309,53,0,0.106172839506173,11
-0.8,0.720214835838225,0.20669559174625,0.28754942615356,0.949877170449378,0.57667077427807,0.616599730282277,32,130,59,0,0.144796380090498,11
-0.7,0.690317303602269,0.185244385016686,0.283033509443725,1.03999651990891,0.650923456086672,0.647121703650913,41,176,62,0,0.146953405017921,11
-0.6,0.631170907927189,0.175352673659427,0.253629038461783,1.03920931654255,0.653130087625047,0.622035176434425,42,169,77,0,0.145833333333333,11
-0.5,0.579689831267135,0.201638681413314,0.262174779867124,0.850250140443096,0.568793664611938,0.64190426982374,43,115,48,0,0.20873786407767,11
-0.4,0.375945976180231,0.178605804942795,0.257161029760237,0.815270625117225,0.64807859347394,0.646293907101074,45,126,50,0,0.203619909502262,11
-0.3,0.444046081707339,0.188882027266088,0.262361190304173,0.739973890749742,0.607692027075829,0.635221903300902,75,53,49,0,0.423728813559322,11
-0.2,0.416608976934406,0.186814510550929,0.310584110058702,0.736111861037303,0.565678913152731,0.567955133152185,82,79,15,0,0.465909090909091,11
-0.1,0.489893106509317,0.186685291125599,0.294208362707904,0.773491183163099,0.666831655751575,0.626100610037416,61,87,42,0,0.321052631578947,11
0,0.217539056511397,0.193964536938797,0.228199934651558,0.585541103943399,0.661933760149632,0.516776307046916,65,54,21,3,0.454545454545455,11
0.1,0.231891777138084,0.188088070088335,0.226855365583652,0.661059737708717,0.559904871916085,0.615745671011092,88,44,4,8,0.611111111111111,11
0.2,0.22301450267742,0.164589080464679,0.213760248875849,0.567466929272921,0.632840648228049,0.685229791860991,94,6,29,16,0.648275862068965,11
0.3,0.203403794580628,0.185768170142612,0.288579289324875,0.625578748438978,0.573206981200889,0.723532605468352,86,9,17,39,0.56953642384106,11
0.4,0.157058222715482,0.184601230001021,0.34271974351351,0.77470664396573,0.613560281636584,0.714625421540518,75,71,1,52,0.376884422110553,11
0.5,0.173257819284559,0.213659692889757,0.438019707929287,0.731566372718849,0.597170522451397,0.876203094245263,41,83,28,116,0.152985074626866,11
0.6,0.222232865207813,0.199498529233454,0.21422180598594,0.760248660954526,0.567937641191836,0.59192075049966,80,41,15,9,0.551724137931034,11
0.7,0.170458556988063,0.182456783448917,0.199182543578854,0.742375069584078,0.662833211978546,0.659110640392809,87,33,8,32,0.54375,11
0.8,0.358127425355957,0.194380340551229,0.276333202392281,0.9277454528357,0.719800106086202,0.681085539651973,62,81,28,43,0.289719626168224,11
0.9,0.298306238122598,0.172242988219521,0.286727736674881,0.864215023979573,0.649583107125126,0.650675452880785,69,63,29,24,0.372972972972973,11
1,0.423852674867125,0.178324846882082,0.271017198204824,0.957418621029372,0.704447329521833,0.655493555512865,53,96,34,40,0.237668161434978,11
-1,0.837483517162544,0.190575563662891,0.249948613117438,1.21396062845027,0.49840406851201,0.590088161397454,39,240,49,1,0.11854103343465,12
-0.9,1.04445586945081,0.191470582712124,0.329899830036469,1.56290282769964,0.671743940991212,0.626277588700904,63,340,71,0,0.132911392405063,12
-0.8,0.907855923941893,0.211051609751231,0.307625134561844,1.42607275712378,0.653487150338926,0.626608256724048,70,270,52,0,0.178571428571429,12
-0.7,0.739082392898853,0.176175897649593,0.300941459868833,1.16692520136248,0.622075448464757,0.669425598162624,28,225,65,0,0.0880503144654088,12
-0.6,0.60509330322949,0.203767795823669,0.245671064827541,0.906238803077321,0.60568267361875,0.58463381375646,39,141,49,0,0.170305676855895,12
-0.5,0.472402578835925,0.186776718984478,0.266817155677838,0.865042684725542,0.490612990840797,0.538034698415863,44,121,35,0,0.22,12
-0.4,0.501483272412038,0.183619516977942,0.263514504732238,0.915250552504712,0.479269021051957,0.591306444553032,65,126,45,0,0.275423728813559,12
-0.3,0.473285236475791,0.172367025738742,0.32432553158293,0.7231542817779,0.661718748522959,0.643696729259351,51,72,68,0,0.267015706806283,12
-0.2,0.341159275428699,0.201645784329026,0.306756966465933,0.727208439767479,0.608951335168829,0.73879940588007,54,91,49,0,0.278350515463918,12
-0.1,0.343167560977159,0.169945116894158,0.21683763460059,0.776094613055685,0.656904908971847,0.65817678198203,106,48,26,0,0.588888888888889,12
0,0.314172380250266,0.202209582782206,0.270459552964656,0.661475457766851,0.563183439355987,0.633685406657544,73,62,14,0,0.48993288590604,12
0.1,0.219307791796239,0.200523873686556,0.197891099530111,0.65405430268626,0.567389143072404,0.570660460082684,77,58,6,0,0.546099290780142,12
0.2,0.265084699215793,0.202367834802499,0.269354283152977,0.570080309624071,0.69052120612945,0.684306592400824,93,1,39,12,0.641379310344828,12
0.3,0.182858534641518,0.186717299549076,0.265910537252424,0.574656805352734,0.610722447556194,0.608386109272938,65,28,25,33,0.43046357615894,12
0.4,0.16920734515358,0.194859772828093,0.237603768271106,0.716961999839746,0.752878791743387,0.565803366212282,71,59,8,14,0.467105263157895,12
0.5,0.19764032459689,0.207473934580503,0.303594508609677,0.598954225537078,0.586463878845403,0.567235655540274,50,41,31,10,0.378787878787879,12
0.6,0.223662055758601,0.168823878394548,0.26402593549416,0.682444328348911,0.625354917650465,0.688128636882457,71,32,10,61,0.408045977011494,12
0.7,0.201119897840325,0.178849226093726,0.235668680576293,0.616088346788456,0.627305936943405,0.585173071960204,61,30,34,30,0.393548387096774,12
0.8,0.278820195122886,0.20640190474973,0.209916718212586,0.808151170742424,0.626236978975736,0.578078342083445,71,52,19,19,0.440993788819876,12
0.9,0.236371809586131,0.225801574718196,0.217255006930339,0.81454175303763,0.613097216335213,0.585536198667873,69,53,22,15,0.433962264150943,12
1,0.41858271327109,0.191866009943829,0.290125359679868,0.895291921547425,0.590305958740093,0.704182188378783,60,70,13,66,0.287081339712919,12
-1,1.08025975476373,0.175090443991366,0.363581597617199,1.54209647239107,0.696966415664045,0.762253641786078,22,379,84,0,0.045360824742268,13
-0.9,0.943658468991496,0.209826020188731,0.277683012480437,1.35437437423737,0.639850628372265,0.655509044433108,49,264,65,0,0.12962962962963,13
-0.8,1.17393125698647,0.18975085866941,0.283032667285069,1.70825762381085,0.69716087652181,0.672022551504996,54,411,72,0,0.100558659217877,13
-0.7,0.806673502629321,0.19758260855923,0.294604386699808,1.24452959302898,0.516795656445742,0.64175795905735,58,230,34,5,0.17737003058104,13
-0.6,0.584037841096833,0.205402170835006,0.288633162653323,0.802610603904227,0.573337743387555,0.600816225449486,58,68,45,0,0.339181286549708,13
-0.5,0.601694207010406,0.196759087408369,0.283065308234967,1.00015075532229,0.682064194456831,0.624879613474656,42,167,74,0,0.148409893992933,13
-0.4,0.444762357105634,0.185500660283236,0.318984501957382,0.818106333815299,0.570889602754704,0.713350143198692,80,78,49,2,0.382775119617225,13
-0.3,0.405816010162978,0.190504931882699,0.229194919911682,0.792637347409896,0.581726320345423,0.600751240696615,81,79,32,0,0.421875,13
-0.2,0.308973141859515,0.209554238961495,0.271414528561456,0.705894456662096,0.586453968549639,0.550577156213219,54,87,31,0,0.313953488372093,13
-0.1,0.282544899820875,0.185543132280638,0.240118278813879,0.658748944359796,0.606231530648716,0.621097369300046,87,40,38,1,0.524096385542169,13
0,0.293330421428699,0.169370690108844,0.332025575162352,0.634491833560955,0.653617940961085,0.708498349605958,92,26,31,6,0.593548387096774,13
0.1,0.315292722578297,0.182743224269449,0.288739155068839,0.642523154561076,0.648170963732624,0.638709064335178,65,55,33,3,0.416666666666667,13
0.2,0.177196178333774,0.188016847417119,0.296905308234279,0.557924330167667,0.636550711801548,0.630776205941334,82,19,14,25,0.585714285714286,13
0.3,0.191836180785347,0.206259351409208,0.333319506800112,0.709953975339993,0.668688840198922,0.669477055298921,67,48,31,27,0.38728323699422,13
0.4,0.16492768677031,0.19720497142981,0.293787116798833,0.650913412770693,0.603983158304691,0.641256860890336,88,37,1,15,0.624113475177305,13
0.5,0.217395658085146,0.198094715287824,0.300243906366622,0.57395270952075,0.572292287964687,0.660827867903544,61,24,37,26,0.412162162162162,13
0.6,0.260048795724875,0.181523392789187,0.244408457328017,0.673577171103239,0.638948255015125,0.506123996179974,52,59,34,2,0.353741496598639,13
0.7,0.217536198023963,0.192662728715227,0.238767687772033,0.784960683788921,0.673424346035289,0.553298673923289,55,69,10,57,0.287958115183246,13
0.8,0.25896020628535,0.182682491514449,0.238994682659998,0.778204574996576,0.518936402932132,0.589660350442479,54,69,17,38,0.303370786516854,13
0.9,0.276040471017238,0.183866279395673,0.26646323151963,0.837448707232896,0.725552636676498,0.603120358375143,75,54,19,21,0.443786982248521,13
1,0.384099947037219,0.183522997691796,0.313489351387806,0.914826017243637,0.599026121375988,0.713810992239707,54,93,27,54,0.236842105263158,13
-1,0.800361670580788,0.21251860693007,0.221080116048772,1.1476676120451,0.570031287788518,0.626395392936736,30,207,64,0,0.0996677740863787,14
-0.9,0.891918581142332,0.223400418061492,0.235380791284643,1.25823635988784,0.586613509215877,0.641928258464457,46,227,58,3,0.137724550898204,14
-0.8,0.821406314731568,0.235668138466688,0.227554475974574,1.17296503670805,0.635398597930594,0.624636632097632,69,178,32,12,0.237113402061856,14
-0.7,0.675844946958616,0.197529927431631,0.27290899993393,0.921733858806091,0.598637304341715,0.615768134473601,53,107,57,0,0.244239631336406,14
-0.6,0.574038552492317,0.202954549643431,0.263718156204229,0.987021608452323,0.619041319610173,0.714853591264196,57,146,46,0,0.228915662650602,14
-0.5,0.514423269555696,0.186601541087765,0.286047530528795,0.831081633073306,0.687391659864453,0.658712204661402,50,92,64,0,0.242718446601942,14
-0.4,0.469938063693775,0.177936978460999,0.248818655643608,0.844385147842238,0.575585815355136,0.538710098838754,52,111,49,0,0.245283018867925,14
-0.3,0.289053219178341,0.189148099259667,0.186755222610352,0.665563496381262,0.503980386786841,0.627114594087558,68,66,19,5,0.430379746835443,14
-0.2,0.41664842085189,0.185584530412381,0.26781407404828,0.740849207886586,0.507502993027036,0.640875619544702,55,91,34,0,0.305555555555556,14
-0.1,0.233419147443578,0.184052870070334,0.249389251861246,0.660504248075209,0.570499430967577,0.555527726990136,60,69,24,0,0.392156862745098,14
0,0.226156927715485,0.174709889957611,0.230665163005969,0.635500588789103,0.704865549140446,0.512558893047925,60,75,24,0,0.377358490566038,14
0.1,0.312498073088232,0.175442738196724,0.257790100551673,0.726284425409445,0.657369299242444,0.648596129589134,80,60,20,11,0.467836257309941,14
0.2,0.205947850089742,0.200763831023535,0.265960081441493,0.738840984250813,0.562821776279814,0.642860447216084,85,56,0,10,0.562913907284768,14
0.3,0.205034213737416,0.209318962786945,0.226497873249603,0.622358026504622,0.58900880796188,0.554706364132991,93,23,4,1,0.768595041322314,14
0.4,0.17507285463848,0.2078908979102,0.247260554855387,0.590953666608096,0.56638693412504,0.56626622318714,79,35,7,22,0.552447552447552,14
0.5,0.178218052593415,0.177282388767851,0.238978739694009,0.694792487556942,0.544346318316602,0.639073926372818,86,24,14,23,0.585034013605442,14
0.6,0.201766964587867,0.177619001355128,0.292154264002201,0.798046626963457,0.666478031820418,0.668575725362113,70,56,7,43,0.397727272727273,14
0.7,0.237020663955456,0.190182398655154,0.232714732019561,0.690461713133241,0.63461464018539,0.575150837918563,64,40,10,37,0.423841059602649,14
0.8,0.246262368697965,0.187457410604065,0.267326423707101,0.76953000972108,0.603702948242603,0.611091949749379,60,54,30,19,0.368098159509202,14
0.9,0.251801577483029,0.196249980313178,0.249155323019332,0.699422112374176,0.569739177537409,0.625069877206351,75,31,9,29,0.520833333333333,14
1,0.393633987162976,0.189404271771396,0.27308047824088,0.956793568272015,0.619093620716308,0.580023103617765,64,91,20,46,0.289592760180996,14
-1,1.14003959755519,0.183862849755022,0.296782852789447,1.67459315196709,0.676675943029739,0.595271343544379,44,415,72,0,0.0828625235404896,15
-0.9,0.879223148870092,0.177695499188423,0.268953455516402,1.12988079206708,0.691740324035336,0.599691800517479,39,223,71,0,0.117117117117117,15
-0.8,0.82618735442882,0.169785824368069,0.248830461095059,1.24474933809316,0.681636841376907,0.618615819896742,42,246,82,0,0.113513513513514,15
-0.7,0.795046955020561,0.1870524193245,0.221543465117694,1.24072264813058,0.556328276268155,0.640090615616688,35,237,55,5,0.105421686746988,15
-0.6,0.667231422249128,0.204887785452699,0.289293490365987,0.942492948710417,0.593536496420598,0.6395898189502,21,150,61,0,0.0905172413793103,15
-0.5,0.493772399392138,0.183079686866783,0.274131909405327,0.902174718946554,0.650246415579158,0.696423738101348,56,134,56,0,0.227642276422764,15
-0.4,0.391933440838519,0.193966533924876,0.308117157923462,0.767277453482334,0.607226818662854,0.764195178087326,64,76,46,9,0.328205128205128,15
-0.3,0.301849591279471,0.177977969341562,0.269233353191448,0.723770976230258,0.629688694520335,0.788054885842988,93,53,23,3,0.540697674418605,15
-0.2,0.353356886797494,0.206123730027833,0.279390342865368,0.61831954532576,0.52203976432585,0.690149874279313,63,33,22,28,0.431506849315068,15
-0.1,0.28220305561645,0.164000542213719,0.236626576146808,0.744844202027515,0.614401537863249,0.630260978868223,100,50,20,0,0.588235294117647,15
0,0.277854560465949,0.17823853412522,0.293912200664297,0.639390755113838,0.630234191309163,0.593045553257734,85,37,30,0,0.55921052631579,15
0.1,0.237408607272884,0.189520022318034,0.259316970236452,0.603806994101563,0.648717137324565,0.667256580660813,78,32,19,18,0.530612244897959,15
0.2,0.197670688674115,0.192280820495692,0.273739362261654,0.580457642750167,0.760007638847382,0.647776650896872,71,29,37,50,0.379679144385027,15
0.3,0.185933382113805,0.21526344212545,0.348204360387478,0.53746674177338,0.666185594184815,0.703084801474402,87,19,18,35,0.547169811320755,15
0.4,0.196556962031102,0.198544280543327,0.256429010429714,0.579053264469384,0.551150945286347,0.533685874544743,70,19,5,33,0.551181102362205,15
0.5,0.182408216587602,0.183626763816839,0.238047635796661,0.489045933069264,0.621640365447274,0.593962227514378,79,23,9,17,0.6171875,15
0.6,0.188709861316688,0.199038499140277,0.258665722887411,0.820275747083752,0.564052995860987,0.663340181317102,71,65,12,56,0.348039215686274,15
0.7,0.245370366859802,0.216166983456897,0.227846576195316,0.884792606092422,0.588938556775012,0.61867812194544,81,60,13,5,0.509433962264151,15
0.8,0.25606417932936,0.193227293262646,0.282961643202195,0.84845631225004,0.588632325805087,0.651051631736252,65,60,12,38,0.371428571428571,15
0.9,0.352432497848885,0.180182342879117,0.284249106680849,0.808231362094706,0.708950234832721,0.623689505458362,65,73,4,35,0.367231638418079,15
1,0.377520949606298,0.197072597847339,0.33065062258714,0.90389523273483,0.576348776558545,0.595663333441262,52,76,11,23,0.320987654320988,15
-1,1.25650672965978,0.191801908659303,0.305175954147876,1.76219832149479,0.628490742093284,0.726980128127673,22,499,73,1,0.0369747899159664,16
-0.9,0.915570107018049,0.195507872030034,0.231846468013002,1.40051375619476,0.557392987142179,0.547189129751845,49,286,52,0,0.126614987080103,16
-0.8,1.033014141812,0.19223633030731,0.23885107508647,1.58350155975597,0.653186894194349,0.445453320202956,35,367,61,0,0.0755939524838013,16
-0.7,0.76734339074281,0.180664332843171,0.276223363410424,1.12834583971722,0.596071695231823,0.612289970248762,34,208,65,0,0.110749185667752,16
-0.6,0.769926598130456,0.188713633517717,0.392759875233703,1.12465006257622,0.657168058269771,0.759277817005975,48,189,65,0,0.158940397350993,16
-0.5,0.66621724069105,0.209603854694708,0.248254194461597,0.980023471559835,0.504498987478379,0.686550577217706,36,158,48,0,0.148760330578512,16
-0.4,0.509841491406852,0.186977472460162,0.315370842039421,0.850961363139454,0.619935152964174,0.710048858844819,47,112,58,0,0.216589861751152,16
-0.3,0.474405964742055,0.189484350016739,0.27939396504933,0.795678095093862,0.556666218401483,0.670034404561085,54,86,52,0,0.28125,16
-0.2,0.34962802575207,0.200660973457693,0.276060125722437,0.770781200712682,0.620671707775755,0.567497812964349,83,69,28,0,0.461111111111111,16
-0.1,0.41787357435282,0.188945431832445,0.291248733153442,0.786797545575718,0.489756115623793,0.576240124292158,57,88,32,1,0.320224719101124,16
0,0.263707534326106,0.180670770227657,0.225476126050072,0.572977857369749,0.676106450603422,0.630922218519076,85,29,38,1,0.555555555555556,16
0.1,0.24894998707832,0.202661238623455,0.237274926212908,0.658322801794853,0.64045506498988,0.622590643956793,89,49,15,0,0.581699346405229,16
0.2,0.216643701602293,0.172485586149506,0.269837861956116,0.57472746359111,0.687629594982628,0.552465354853339,56,46,32,18,0.368421052631579,16
0.3,0.190082871459017,0.169059587714679,0.313119309158883,0.580454814522722,0.707523030808151,0.565293086796136,68,40,30,9,0.462585034013605,16
0.4,0.191919967431923,0.187563270494038,0.281734749910178,0.531566500915856,0.593898965873349,0.612635255075775,68,19,6,40,0.511278195488722,16
0.5,0.175306930905398,0.216669421393167,0.263210042456485,0.678509314654405,0.672777967947298,0.561013731014099,67,46,24,26,0.411042944785276,16
0.6,0.214979316167479,0.189914459143015,0.301907341463977,0.744652999738836,0.618964193361813,0.672924971766624,68,45,36,23,0.395348837209302,16
0.7,0.198605262939663,0.179575891896828,0.288529894116635,0.749599097801921,0.675352898007448,0.738939899108752,81,42,30,37,0.426315789473684,16
0.8,0.226629974011393,0.175464994185117,0.220230685940787,0.811842930388259,0.551978480785153,0.57033128443223,67,54,16,23,0.41875,16
0.9,0.306689759438003,0.197884557287198,0.35849291865493,0.928949374335568,0.598223170319938,0.724580307967824,55,83,6,86,0.239130434782609,16
1,0.456072068028553,0.192308224230227,0.219963555874744,0.969826868460447,0.562036254101011,0.589546821984198,61,88,37,19,0.297560975609756,16
-1,0.852616511344145,0.183904374816727,0.298788326710614,1.2597208932371,0.632150281375987,0.703441298970309,31,241,70,0,0.0906432748538012,17
-0.9,0.910954771933319,0.209204875185626,0.318016880018255,1.34843442248085,0.60093310584976,0.66952471086097,43,268,58,0,0.116531165311653,17
-0.8,0.88777107993859,0.193711400866966,0.28386717972812,1.26751650429657,0.61544500528375,0.610571876090713,46,236,55,0,0.136498516320475,17
-0.7,0.978407964837995,0.205602469078838,0.294247458656782,1.54236138877609,0.515003276199844,0.655053071033075,32,350,45,1,0.0747663551401869,17
-0.6,0.539007099247483,0.171400615579594,0.257081887568847,0.822127951408817,0.645755019453137,0.70320861000726,35,110,78,0,0.15695067264574,17
-0.5,0.634069066750182,0.161517155156494,0.211642822533108,1.05350600844388,0.768775267383632,0.462601671932902,49,181,76,0,0.160130718954248,17
-0.4,0.495130317784209,0.181746675606702,0.279054341258692,0.849351278026535,0.720109177409558,0.591876584020087,82,96,51,0,0.358078602620087,17
-0.3,0.385212534928502,0.219963692035883,0.266216379947607,0.67611617114049,0.690509729225064,0.64706752295483,80,42,39,1,0.493827160493827,17
-0.2,0.328485947853299,0.181760723176369,0.280620672225022,0.723053717974161,0.548676138712118,0.634823802907508,71,76,23,2,0.412790697674419,17
-0.1,0.351557133802215,0.215407568936529,0.312583061234162,0.726960796611143,0.601623255269093,0.59679461879944,90,49,15,0,0.584415584415584,17
0,0.250288638873172,0.211826684110391,0.267386033751315,0.625057409911558,0.482092671017564,0.645489930197805,77,32,1,10,0.641666666666667,17
0.1,0.217061398313979,0.179630480038921,0.276409102070195,0.562361801173239,0.554073762070814,0.629288680707,78,26,24,4,0.590909090909091,17
0.2,0.225246408183418,0.185524960536538,0.322907531793687,0.577180059019232,0.626878457906541,0.64890705718293,58,28,16,47,0.389261744966443,17
0.3,0.197376989639909,0.184247963348296,0.216601054698207,0.59291101703595,0.454018679926628,0.582310503927318,79,28,5,20,0.598484848484849,17
0.4,0.169308365345403,0.193232633407282,0.301674940763277,0.614385981534056,0.523659540663469,0.605709940209178,61,54,2,27,0.423611111111111,17
0.5,0.166012397159362,0.174573859462215,0.219769741753371,0.513940315282508,0.593153021438676,0.526841930376972,72,38,18,21,0.483221476510067,17
0.6,0.23357856481453,0.189212983697046,0.280742570199214,0.683536169485656,0.616523888133916,0.563354305169729,61,49,8,17,0.451851851851852,17
0.7,0.270136351366235,0.185066543497234,0.241340522562808,0.833526975597088,0.658057502253249,0.65244268038115,77,52,2,37,0.458333333333333,17
0.8,0.288683088843558,0.19865255163484,0.257891691677539,0.938851693340253,0.594674180383361,0.694630367474908,76,70,20,58,0.339285714285714,17
0.9,0.300467293474859,0.181733756784176,0.271002760832728,0.985597420798534,0.568363207868064,0.659112970959516,58,87,27,44,0.268518518518519,17
1,0.35859127542023,0.206206183988361,0.318852561287789,0.815835386599188,0.584100782185672,0.673205568894823,42,97,31,64,0.17948717948718,17
-1,0.975056081985575,0.180340832241485,0.251178235967966,1.36967560953909,0.674337364112615,0.620848916303704,47,281,80,0,0.115196078431373,18
-0.9,0.861515411070338,0.194960219575021,0.276972147261261,1.30602244842996,0.584712373940491,0.630822561301126,40,260,63,0,0.110192837465565,18
-0.8,1.07091547201241,0.195058352313023,0.318311554165136,1.62823038043803,0.666071315309133,0.629809344302394,21,390,83,0,0.0425101214574899,18
-0.7,0.662170285792553,0.20837860364827,0.237953786962351,0.986642482341677,0.642356775375847,0.765546311324373,40,153,59,0,0.158730158730159,18
-0.6,0.788269135283866,0.160350033795145,0.306226619677405,1.26863291823986,0.673423539607494,0.735460227169696,68,223,72,0,0.18732782369146,18
-0.5,0.80752791797637,0.169642468712011,0.305671438502376,1.32677551836234,0.64739333218718,0.682472621304149,34,287,70,0,0.0869565217391304,18
-0.4,0.473214287500741,0.19790062807596,0.301078288521722,0.832797267891167,0.630119493763867,0.744632957449267,48,107,49,0,0.235294117647059,18
-0.3,0.393265897827695,0.179508773998138,0.297549770001589,0.722648369370987,0.630098059703609,0.694856814072138,98,35,31,5,0.579881656804734,18
-0.2,0.328240744641374,0.183832394728031,0.312514615757842,0.630535361439912,0.649074697434994,0.701853867495798,76,43,42,7,0.452380952380952,18
-0.1,0.410509281376959,0.188874058926092,0.216484193886338,0.831205268809994,0.590156262431174,0.58138703164303,65,112,31,1,0.311004784688995,18
0,0.264094566145247,0.200514744470069,0.248690507997059,0.615310428019187,0.593806193321516,0.548238282517449,67,55,9,5,0.492647058823529,18
0.1,0.301775384003949,0.202758892551178,0.319760308114166,0.6627947036365,0.601835586191681,0.613990145922765,58,86,19,0,0.355828220858896,18
0.2,0.200181437077437,0.202625573604278,0.265978582547533,0.633112324726687,0.573046239124979,0.585665057466833,69,49,2,13,0.518796992481203,18
