"constant","median_log_coeff","median_log_clr","median_log_tss","mean_log_coeff","mean_log_clr","mean_log_tss","n_all3","n_coeff_only","n_clr_only","n_tss_only","robustness","replicate"
-0.5,0.574429715498087,0.186445247933417,0.313893896846895,0.910378247241252,0.596536970288815,0.617687477226862,53,119,44,0,0.24537037037037,8
-0.4,0.548622092978341,0.203925240902737,0.307675194856207,0.911171020880225,0.48835668185518,0.572271299112589,46,152,14,0,0.216981132075472,8
-0.3,0.603132215138661,0.167042517915926,0.37254141711518,1.01318878103268,0.748108902516577,0.653710052523213,44,173,72,0,0.152249134948097,8
-0.2,0.493538683263103,0.177547533047751,0.241140851682602,0.922208951328462,0.581017303854701,0.544094474909712,103,104,25,1,0.44206008583691,8
-0.1,0.317268815522912,0.221696962434464,0.308240993197737,0.683061458701169,0.681490570860858,0.558005989120037,86,42,24,0,0.56578947368421,8
0,0.207442130541327,0.194018181268553,0.25301881298301,0.591263528713209,0.510553153674302,0.576919369209551,81,23,3,33,0.578571428571429,8
0.1,0.24121178035894,0.201160921312967,0.337941441958688,0.568840224201657,0.53754553312881,0.751525564635033,68,16,4,75,0.417177914110429,8
0.2,0.205114679219691,0.200521961949797,0.302233906341754,0.569766113621135,0.555862608468029,0.654563996850632,75,18,3,42,0.543478260869565,8
0.3,0.213055518561329,0.211042175906521,0.283714036301722,0.553437667131981,0.53004401222608,0.676561307694495,71,17,15,47,0.473333333333333,8
0.4,0.171645141828429,0.201350325483002,0.230354476035478,0.635872848787634,0.60285886476138,0.537250265857814,84,27,6,4,0.694214876033058,8
0.5,0.16359834673759,0.217593661635071,0.205504434579162,0.712211199862753,0.564363273843492,0.616814384992933,84,27,14,32,0.535031847133758,8
0.6,0.220054228773824,0.190492157737892,0.302203168142145,0.689824468780443,0.585363423828763,0.654102274256819,63,55,35,31,0.342391304347826,8
0.7,0.214219611958421,0.193364377337946,0.322950764096041,0.66381541684141,0.626141047025988,0.600053632653931,57,42,7,46,0.375,8
0.8,0.318659000565922,0.196320495310374,0.245970647682961,0.953335742128224,0.561278509008206,0.748792206278573,73,67,29,45,0.341121495327103,8
0.9,0.279436124248415,0.19357860742797,0.228830578729806,0.836872772051356,0.585064640075632,0.653197983397473,77,50,7,65,0.386934673366834,8
1,0.434107603200284,0.174407348328386,0.284455772481891,0.905344187380209,0.559273623309242,0.54405915651767,51,100,22,3,0.289772727272727,8
-1,0.912670402696516,0.186634627612255,0.26386122668663,1.24112923579604,0.683047748399906,0.68603474130483,42,228,76,0,0.121387283236994,9
-0.9,0.909786863672326,0.177916051332122,0.254408782585719,1.45535960450346,0.652277897900171,0.579691871051173,52,299,63,0,0.1256038647343,9
-0.8,0.949622846636556,0.164278954160729,0.26661210496439,1.41711515018217,0.743735627512675,0.510553648622189,45,302,88,0,0.103448275862069,9
-0.7,0.746234194320056,0.20084027441603,0.306272851212994,1.00510971750626,0.624232964885985,0.588585566912403,31,151,62,0,0.127049180327869,9
