"taxon","estimate_gamma","std_error_gamma","pval_gamma","pval_adj_gamma","estimate_no_gamma","pval_adj_no_gamma","comparison"
"171",0.677815560395964,0.40353296352917,0.437119323428786,0.437119323428786,0.760152058445033,0.328796154330365,"pup vs you"
"172",3.36304778360413,0.35482722423932,1.65393579604282e-11,1.65393579604282e-11,3.44152706943303,1.23260402916051e-13,"pup vs you"
"173",0.498316193096587,0.379415783189706,0.537770012753221,0.537770012753221,0.525950665315094,0.534159981199038,"pup vs you"
"174",-0.373560999244627,0.398347162865268,0.685328427844321,0.685328427844321,-0.313920466451243,0.839642139284112,"pup vs you"
"175",0.327314401647703,0.437592300720519,0.713261888527316,0.713261888527316,0.377474332513844,0.760596505240154,"pup vs you"
"176",-0.267885144266937,0.391905423234391,0.763795583538979,0.763795583538979,-0.265953586448218,0.869247272894672,"pup vs you"
"177",-0.572318637081043,0.432787147303922,0.603165302872298,0.603165302872298,-0.472361638676621,0.803139912014087,"pup vs you"
"178",-0.905797444876931,0.422769717493666,0.356946988194136,0.356946988194136,-0.862670336591869,0.360261207080299,"pup vs you"
"179",-0.299289651240705,0.423307585961657,0.8015977304772,0.8015977304772,-0.289069923695758,0.935486758116073,"pup vs you"
"180",-2.87668149481374,0.333095215792562,1.43528990415748e-10,1.43528990415748e-10,-2.83775280491676,2.41831265174867e-12,"pup vs you"
"181",0.521647485043341,0.410820023563503,0.557320144610556,0.557320144610556,0.530154042596744,0.551490950270165,"pup vs you"
"182",0.81898333091488,0.402455635377234,0.385970282295551,0.385970282295551,0.908642315015571,0.223028872473793,"pup vs you"
"183",-1.10233101758496,0.406753621521169,0.186495973583258,0.186495973583258,-1.05582718512834,0.0984778641960372,"pup vs you"
"184",-0.264520035333823,0.468944555525913,0.819870255504368,0.819870255504368,-0.215289301194211,0.943823301511678,"pup vs you"
"185",0.72233025526811,0.431191838966541,0.451591088123064,0.451591088123064,0.756387488342017,0.371905628379387,"pup vs you"
"186",0.127231319206597,0.437531761452502,0.800815464423061,0.800815464423061,0.16654587850602,0.886661599356502,"pup vs you"
"187",-1.03075813055503,0.45266389878342,0.286598505019383,0.286598505019383,-1.01700749335272,0.232545373655959,"pup vs you"
"188",2.50429059705539,0.45434484861608,0.000212349982903446,0.000212349982903446,2.52546180537676,2.68606966746914e-05,"pup vs you"
"189",2.85368024528949,0.423558490193345,1.01201648609999e-05,1.01201648609999e-05,2.87804109881318,2.45658841836742e-07,"pup vs you"
"190",0.0944661134976396,0.408774849593164,0.820208577043633,0.820208577043633,0.12167427167541,0.877519281167889,"pup vs you"
"191",0.419338054174208,0.377923895868802,0.599005876921599,0.599005876921599,0.426616117363318,0.616568255556966,"pup vs you"
