"taxon","estimate","std_error","pval_adj"
"47",-0.0543005826968047,0.00355151637100545,0.454607669209485
"48",0.00632264985961285,0.00388257817586899,0.484375000070919
"49",-0.0163165765214326,0.00240333178938893,0.497727696995075
"50",-0.0193310994724287,0.00202386700255179,0.500000000004181
"51",0.000378120904846277,0.00277858625161511,0.484375003504754
"52",-0.0210191127576352,0.00241490347156429,0.500000216164984
"53",0.0140231897819685,0.00318020536060975,0.473092463793726
"54",-0.0248727281347727,0.00327367159497826,0.500122169511419
"55",-0.0179126340440454,0.00288196748107626,0.500000000806629
"56",-0.015023456184374,0.00295294019184999,0.494417403470237
"57",0.00876940749443598,0.00345743201156411,0.484375000023666
"58",-0.0151259847262249,0.00262288938591134,0.496353132481572
"59",-0.00360363291495238,0.00229676841690591,0.484375305201173
"60",-0.0221789007270476,0.00342235263108749,0.500298999719298
"61",-0.0239809889593801,0.00231955381318515,0.500002741915317
"62",-0.00951874604821328,0.00213522270737176,0.484724370229166
"63",-0.00501660448034105,0.00261484074993314,0.484377160758487
"64",-0.0147660047759294,0.00370968787107075,0.490729654706126
"65",0.010461748058821,0.00268499651234509,0.477179017373234
"66",-0.00647247876511062,0.00246775502682855,0.484396092504247
"67",0.0180997155920533,0.00412678380313148,0.470296769858303
"68",0.00582553426308384,0.0024877917125933,0.484375
"69",-0.0372155771138896,0.0032640460816303,0.50000000181078
"70",-0.0100663046382713,0.00355080897366803,0.486270770325721
"71",-0.0323070539830181,0.00355211394012784,0.500000333829193
"72",-0.00641478364186038,0.00245387899306846,0.484381140380236
"73",-0.0133372489865966,0.00365752872500295,0.493425456999994
"74",-0.00610904533591475,0.00356134788742214,0.484759657581352
"75",0.000640208594417214,0.00284592958794886,0.484375013211421
"76",-0.0291888785336199,0.00374896134575097,0.500742441385223
"77",-0.0136863605080547,0.00218742631747849,0.491713625566977
"78",-0.0103846970791315,0.00393315975732677,0.489378198990088
"79",0.00771310341291803,0.00338204770580843,0.48437500310454
"80",-0.0237500958985225,0.00241306677723154,0.500003891362444
"81",-0.0092104491205232,0.00250646340399932,0.485658008446632
"83",0.0292872788388392,0.00424500759036018,0.45969957086012
"84",0.0156215742493112,0.00345247350353196,0.469940994642444
"85",0.018750758761616,0.00322187597387154,0.469128077666894
"86",0.0110034893710614,0.00332013683945387,0.484375000000602
"87",-0.0139967715548072,0.00401744228888858,0.499731974984021
"88",-0.00588567694109299,0.00396463996931747,0.486448216999196
"89",-0.00375994045179926,0.0040040891424583,0.484413961891101
"90",-0.0213825410045771,0.00308063624680841,0.50004607440085
