"constant","comparison","robustness","n_all3","n_coeff_only","n_clr_only","n_tss_only","n_none","median_log_coeff","median_log_clr","median_log_tss","median_es_coeff","median_es_clr","median_es_tss","cor_coeff_clr","cor_coeff_tss","cor_clr_tss","mae_coeff_clr","mae_coeff_tss","mae_clr_tss"
-1,"cent vs mage",0.0767263427109974,30,276,85,0,726,0.867926834020514,0.171004248783254,0.246022467515814,1.31292584057955,0.436063913243721,0.518284591839505,0.282236800033534,0.463496049881913,0.950512447453394,1.40195076750012,1.15955389166625,0.29839584050799
-1,"eld vs kin",0.358885017421603,103,131,52,1,830,0.629732265370209,0.172116242186203,0.149316341424873,1.08993447356041,0.447610160034281,0.445364817601176,0.705919292567478,0.811991599948987,0.968417425133886,1.09292887227782,0.918906257649946,0.238494541071908
-0.9,"cent vs mage",0.122549019607843,50,296,62,0,709,0.986331210506279,0.19413967257574,0.296077463925714,1.44580800308544,0.482014730706219,0.585788565541834,0.418024688577708,0.589372774035703,0.957024413460042,1.29148433701245,1.12272268388417,0.203757712696017
-0.9,"eld vs kin",0.42570281124498,106,99,36,8,868,0.569623549566531,0.18565582918767,0.153565625331848,0.983212577953982,0.422374871933172,0.446301363917252,0.884269316763717,0.780718677892792,0.959056168354569,0.715261420851038,0.81518240747536,0.173414625714746
-0.8,"cent vs mage",0.0942028985507246,39,319,56,0,703,0.987627053196158,0.213953062575723,0.270644652388027,1.27088015234873,0.479885925130873,0.585937721581457,0.390079382394994,0.620040949600588,0.94916182972791,1.28759252947664,1.09365368876386,0.212590635194805
-0.8,"eld vs kin",0.417391304347826,96,91,42,1,887,0.426704479978097,0.165653379146062,0.181365416577965,0.832891269307911,0.442409225892285,0.435431634060994,0.843942184712932,0.792188405349131,0.980221770342085,0.709810836203966,0.767969741743459,0.14499028052383
-0.7,"cent vs mage",0.12624584717608,38,204,59,0,816,0.776768205016719,0.183850206023673,0.226045565975193,1.17152499899065,0.448022882309738,0.52187998696579,0.507311464343155,0.66740997064536,0.9625544769364,1.01345203666603,0.87648932222989,0.201520276714756
-0.7,"eld vs kin",0.58256880733945,127,66,24,1,899,0.394397145825052,0.153880697608605,0.183761227875717,0.75569128034285,0.429366897381066,0.462110485964973,0.938486297998565,0.926579611937789,0.972176390544549,0.581942330870993,0.505944694922326,0.192941276772791
-0.6,"cent vs mage",0.117241379310345,34,195,61,0,827,0.649574790573222,0.200788777038609,0.227916535404463,1.08073794667982,0.446351824183087,0.531101916870847,0.364254510430329,0.711207212730264,0.882311871904992,1.05004603590297,0.779892476643519,0.317188488288182
-0.6,"eld vs kin",0.608695652173913,126,45,35,1,910,0.300714967659508,0.16208321885376,0.147405770555112,0.656434682643809,0.431007070360251,0.42938124296206,0.921837308803074,0.93323966886315,0.991295090635409,0.51845655150545,0.475272386325383,0.134764228795559
-0.5,"cent vs mage",0.247933884297521,60,151,13,18,875,0.612435942184684,0.184095680483519,0.207909726802089,0.95261813020008,0.455479524909838,0.498075552886252,0.774631139515228,0.776001530579904,0.963233489259942,0.731349324224297,0.706886583528249,0.211556801182042
-0.5,"eld vs kin",0.619791666666667,119,48,23,2,925,0.358579016683767,0.152266740669006,0.185526727211442,0.723126320775278,0.431201194312761,0.447608907146023,0.961932567379452,0.975821470711073,0.989116545212892,0.41422187890055,0.327012160250653,0.139193714349815
-0.4,"cent vs mage",0.345238095238095,58,66,43,1,949,0.383871764341226,0.210098794936132,0.238921771060054,0.78986396361541,0.463200699900524,0.562340533479922,0.806751168312139,0.909195349566277,0.944696081032802,0.428202219812664,0.267712439521545,0.257304560726802
-0.4,"eld vs kin",0.784090909090909,138,29,4,5,941,0.16185808655727,0.157125339190154,0.15627246763193,0.451901521798971,0.445468346003364,0.445346230467813,0.826606602168786,0.866170174864898,0.98901645322239,0.360702223546224,0.365242253169867,0.158396468878424
-0.3,"cent vs mage",0.240816326530612,59,150,36,0,872,0.512081509193603,0.19417086214849,0.242125146513959,0.827878566657863,0.444120362514139,0.567544726056266,0.609263497597942,0.856710214577443,0.909298589019281,0.786045891040057,0.520934708263241,0.331835966684626
-0.3,"eld vs kin",0.623115577889447,124,58,16,1,918,0.29804514540231,0.158862629745717,0.187047250881614,0.660778757684994,0.436423183258833,0.439546360448524,0.933127027814831,0.907156144476332,0.987326406618216,0.44087484438081,0.462269689481315,0.14643764843962
