"constant","comparison","n_all3","n_coeff_side_clr","coeff_clr_slope","coeff_clr_int","coeff_clr_r2","n_clr_side_coeff","clr_coeff_slope","clr_coeff_int","clr_coeff_r2","n_coeff_side_tss","coeff_tss_slope","coeff_tss_int","coeff_tss_r2","n_tss_side_coeff","tss_coeff_slope","tss_coeff_int","tss_coeff_r2"
-1,"cent vs eld",71,65,0.572998130963481,-1.50358247423968,0.813629527817147,6,1.54191947426575,3.56955563108706,0.537576889036511,65,0.595645909702814,-1.42832363361024,0.858297027597285,6,1.57967040858558,3.51457863185608,0.735454456036309
-1,"cent vs kin",180,138,0.165142243719824,1.8077224897386,0.689371212962885,41,1.2192662929198,7.20090869998412,0.937539079507951,138,0.168891088913723,2.30898160693219,0.709714587918703,41,1.16961389830933,6.08233283790947,0.93015905041251
-1,"cent vs mage",111,86,0.526767741645098,-1.746186337533,0.855529519025166,25,1.30151850634249,8.05184409590948,0.418961008100443,85,0.544530990876465,-0.841945140086406,0.876588430840048,25,1.28654399250404,5.52085140702392,0.510747196575917
-1,"cent vs mid",139,90,0.203072752857017,1.05711836577295,0.803387658276394,48,1.10889153759805,9.98860311187789,0.857293893975327,89,0.208992279948833,1.69812227458126,0.774837209353127,48,1.09721958008426,8.21194412979515,0.872872108009297
-1,"cent vs pup",220,166,0.0778530011389837,2.03479390191901,0.554611532502919,50,1.1299744811149,16.5268392950564,0.87111071041173,161,0.0931358477067441,4.49554417027717,0.611580172915017,50,1.08421987085595,9.84956906360061,0.923771010397446
-1,"cent vs you",191,158,0.349012198380687,-0.586302636281643,0.73090755548058,26,1.41310857546951,6.71030230821371,0.895350796279169,149,0.350491451707835,0.960217778075088,0.797346058284193,26,1.28113427350264,4.18568168583545,0.912509054367608
-1,"eld vs kin",158,109,0.298738212369451,1.35390351675465,0.608043956206944,47,1.20176986483642,4.95581782443539,0.916672777682239,110,0.323750991430073,1.24200824903803,0.687483326634334,47,1.1660252110913,4.62749171691405,0.922637819201349
-1,"eld vs mage",38,24,0.430879921159566,-0.728282411534272,0.715397916753698,14,1.06871915567993,7.67990337086602,0.390318160861397,24,0.501111375014151,-0.656700647335419,0.814893472998614,14,1.26534360363393,5.20266963536188,0.595521551758436
-1,"eld vs mid",84,46,0.508986084403454,-0.65647862940258,0.816504231134355,37,0.975081529653754,7.7069896408951,0.775689397646957,46,0.548507612474072,-0.654007707629988,0.822780934526442,37,1.06729285657703,6.43093778729993,0.838219623608742
-1,"eld vs pup",174,116,0.215332737383215,1.03926987046277,0.734937423650899,52,1.2752992876554,8.96237657566889,0.846708899370058,113,0.225411434195421,2.55499334692278,0.769991747623903,52,1.19782591696668,5.44797030037505,0.909211637157204
-1,"eld vs you",49,49,0.406374948378528,-0.659507178739398,0.692629447925263,0,NA,NA,NA,49,0.51910329772612,-0.614724653724595,0.765380801573368,0,NA,NA,NA
-1,"kin vs mage",45,45,0.388658948893239,-0.469378546370047,0.555092514383424,0,NA,NA,NA,45,0.494001570287576,-0.775501785734277,0.671514040744784,0,NA,NA,NA
-1,"kin vs mid",53,26,0.588411485186467,-1.97646276940257,0.559795167572037,27,1.44777202750024,4.38204316171715,0.677163585651494,26,0.647659724040263,-2.22113500029313,0.578865410905449,27,1.41764096896011,3.89199610468274,0.690946757040398
-1,"kin vs pup",14,12,0.133326696654295,0.643791181701031,0.329611608142391,2,0.985946807420358,8.63596771534893,1,12,0.202397201377295,1.92005261528502,0.528173432327136,2,1.14537126656844,4.82838096065903,1
-1,"kin vs you",181,112,0.488205333069301,-0.848858940192338,0.82023338706429,42,1.39007211902854,4.39001178057771,0.958793699005796,109,0.509565809494558,-0.312059873873138,0.869217146907193,42,1.19360916058767,3.69829891141768,0.929757467028041
