"constant","comparison","robustness","n_all3","n_coeff_only","n_clr_only","n_tss_only","n_none","n_sig_coeff","n_sig_clr","n_sig_tss","median_log_coeff","median_log_clr","median_log_tss","median_es_coeff","median_es_clr","median_es_tss","cor_coeff_clr","cor_coeff_tss","cor_clr_tss","mae_coeff_clr","mae_coeff_tss","mae_clr_tss"
-0.6,"cent vs you",0.357142857142857,205,289,80,0,543,494,285,322,1.09897805849752,0.225890401559402,0.276260923612295,0.966018473643068,0.501474988353341,0.526616070734657,0.735640689834712,0.891765589290917,0.913223562486886,2.37477422627585,1.59476373310456,0.870124918172756
-0.6,"eld vs kin",0.548286604361371,176,107,37,1,796,283,215,219,0.403935652892504,0.0909910979790252,0.0938645946480471,0.737459977587209,0.446406755215842,0.426163845616883,0.881544221816512,0.910156621874947,0.982243709271987,0.919263955562319,0.829782270253618,0.154520843492807
-0.6,"eld vs mage",0.204918032786885,50,146,48,0,873,196,98,94,0.612633063937977,0.0429160337072374,0.11146430394782,0.938231113258145,0.337938734152087,0.457362470392444,0.636518920843671,0.767201167763517,0.977877596479966,0.920389709587709,0.731832271056886,0.201050127271345
-0.6,"eld vs mid",0.370607028753994,116,141,56,0,804,257,172,168,0.74669953731757,0.140245661486732,0.189821191459859,1.02124989711542,0.519496137854677,0.559535092499231,0.839353357350909,0.900831726251961,0.981166156000897,1.04545092476314,0.910211998937672,0.168991767505236
-0.6,"eld vs pup",0.306027820710974,198,383,66,0,470,581,264,335,1.34718811321506,0.157014210640058,0.5361557737395,1.29648523484894,0.519509048508324,0.804947280399051,0.74910012684419,0.884583577645606,0.921481753221993,2.38559581985612,1.43331526483282,0.992890981865856
-0.6,"eld vs you",0.170289855072464,47,207,22,0,841,254,69,107,0.570845765779809,0.0578673431665247,0.0737037019433897,0.781887838126984,0.357983171070204,0.323667766357896,0.66509423352507,0.91322078611722,0.890540927285681,0.952697957286009,0.753379215958466,0.235493799414204
-0.6,"kin vs mage",0.245535714285714,55,115,54,0,893,170,109,100,0.595191169907574,0.0540983010109056,0.0961655091160159,0.906436045710412,0.338131964427213,0.416113768116143,0.591543682091352,0.771776770771085,0.961679064688069,0.852908852325392,0.726128691227321,0.13787942710493
-0.6,"kin vs mid",0.300724637681159,83,130,62,1,841,213,147,145,0.799799886598965,0.155777117283454,0.162918683091505,1.00379802144321,0.492301709533991,0.506262589180726,0.64122107653157,0.67176596050464,0.995424280193875,0.965071685275924,0.929204005874218,0.0766438961424212
-0.6,"kin vs pup",0.0278745644599303,16,502,56,0,543,518,73,78,1.26650346441176,0.0460241165855552,0.353508478408053,1.17293158914169,0.275759917033202,0.598795662511991,0.292144349520126,0.795685114263659,0.751995783864845,1.50577823248234,1.03719367357179,0.513219735592894
-0.6,"kin vs you",0.511749347258486,196,126,61,0,734,322,257,266,0.559892024904039,0.110563881237776,0.107743048562864,0.770814664724606,0.404689753175527,0.380551109705072,0.900338337512484,0.944690386478448,0.986978524817821,1.33574549089584,1.02687869139574,0.348971608266136
-0.6,"mage vs mid",0.213333333333333,32,60,46,12,967,92,81,90,0.342269751431378,0.0620964810916804,0.0403428687736227,0.682748868647696,0.359899545852399,0.318846654183801,0.643676667589167,0.516641791159262,0.980599804615399,0.508415107128623,0.59791219296578,0.102815759989195
-0.6,"mage vs pup",0.219178082191781,80,219,66,0,752,299,146,143,0.773152085665089,0.0637775739694713,0.161907154943046,0.937123865997053,0.32573957153952,0.428577337767971,0.633552563414327,0.805161078638659,0.907534088952491,1.34451244091261,1.01122081989643,0.361616253189271
