"constant","median_log_const","median_log_std","mean_log_const","mean_log_std","n_both","n_const_only","n_std_only","robustness","replicate"
-1,1.77767412991489,0.116921269653807,2.52342180792051,1.04482053979564,113,661,96,6.69911504424779,0
-0.9,1.58441851575996,0.112575159398863,2.3174677864531,1.03504156905395,117,585,87,5.74358974358974,0
-0.8,1.33939188773116,0.120090590827126,2.09255767209035,1.03252858722627,124,456,81,4.33064516129032,0
-0.7,1.20621110970029,0.116734883570997,1.90977223751145,1.03589940224844,130,375,76,3.46923076923077,0
-0.6,0.996880991106217,0.111857320676414,1.74469221254287,1.03961755465591,135,294,74,2.72592592592593,0
-0.5,0.833259907792792,0.117274834295592,1.58671106551534,1.03099229650047,140,236,64,2.14285714285714,0
-0.4,0.68121145025685,0.112811052233393,1.4538775874174,1.03652422644817,146,191,56,1.69178082191781,0
-0.3,0.563454041511709,0.115255662480272,1.31393153971457,1.04225081749143,151,147,53,1.32450331125828,0
-0.2,0.453347354746637,0.119177179824938,1.22783141340732,1.0323821949131,157,119,50,1.07643312101911,0
-0.1,0.337070705537731,0.120549883292597,1.1385008902773,1.03220159934887,164,86,41,0.774390243902439,0
0,0.259311645262306,0.11792098032261,1.08338427529969,1.0272221059093,170,58,34,0.541176470588235,0
0.1,0.193433449623486,0.119942704692765,1.02666564004384,1.02805946052425,178,35,29,0.359550561797753,0
0.2,0.13944846463779,0.119397513763937,1.00871423076774,1.04246336728152,186,14,17,0.166666666666667,0
0.3,0.108926219087701,0.113928933304827,1.00835683643253,1.0317110764764,195,4,10,0.0717948717948718,0
0.4,0.106579233274818,0.115306332521828,1.03363005519867,1.02874717467651,190,9,14,0.121052631578947,0
0.5,0.110817230753708,0.111646419863239,1.07624215743896,1.02495526664605,176,20,25,0.255681818181818,0
0.6,0.149392333868176,0.121400743544162,1.13841985240652,1.03468038497978,169,30,34,0.378698224852071,0
0.7,0.197195289714879,0.11804831727502,1.22944231372286,1.03964830616103,150,48,53,0.673333333333333,0
0.8,0.263400429205786,0.113444682704349,1.33842997718796,1.036522825839,149,62,56,0.791946308724832,0
0.9,0.34891040308309,0.118953323436682,1.45818659458365,1.04071103263047,138,85,66,1.09420289855072,0
1,0.456590600349229,0.115453141399718,1.59912605065914,1.04000722244552,133,112,73,1.39097744360902,0
-1,1.77296752824844,0.114536481621701,2.52754368916565,1.04014811523039,110,665,95,6.90909090909091,1
-0.9,1.54369883427751,0.111371361323623,2.30887784725743,1.0389529256677,121,576,86,5.47107438016529,1
-0.8,1.35371847496767,0.11793640746597,2.09939064804651,1.04256343976623,123,457,83,4.39024390243902,1
-0.7,1.17330906296036,0.116622534036037,1.91882251565721,1.03378858209191,129,366,75,3.41860465116279,1
-0.6,1.00737544726299,0.118910250400167,1.7292001629292,1.03273388099526,130,292,68,2.76923076923077,1
-0.5,0.823973324964222,0.114649268317477,1.58034979121023,1.03736676960535,146,235,60,2.02054794520548,1
-0.4,0.673067280532634,0.113181739837962,1.45048051161791,1.03972610344323,148,192,57,1.68243243243243,1
-0.3,0.56819009487813,0.121167445145916,1.32855347815468,1.02665871295241,150,150,55,1.36666666666667,1
-0.2,0.440708277509382,0.121041459291162,1.22068731590478,1.03341711522597,154,116,48,1.06493506493506,1
-0.1,0.344610330960405,0.116667144851952,1.14559635071038,1.03899421266551,166,87,41,0.771084337349398,1
0,0.265449409585742,0.121211246560595,1.08714680590699,1.03190128039934,170,60,36,0.564705882352941,1
0.1,0.18963839164548,0.118504405460232,1.03167274436741,1.03285241446796,176,36,23,0.335227272727273,1
0.2,0.133755515494499,0.116403729721235,1.00072943016564,1.03655914968508,184,20,15,0.190217391304348,1
0.3,0.113398345113963,0.112014342989225,1.00221979023088,1.03557846422626,193,5,9,0.0725388601036269,1
0.4,0.108660125484863,0.119872907776245,1.03844188907499,1.03561642435188,187,16,9,0.133689839572193,1
